"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer";"youtube"
"The Invaders";"Louis Wayne moody high: 1967";"I was a fool";"2020";"NUMERO GROUP";1718751489;1718751627;"https://music.apple.com/fr/album/i-was-a-fool/1505858907?i=1505859469&uo=4";"https://open.spotify.com/track/2Xq3EoQn9qoudwYOpygF1L";;
"Skinshape";"Nostalgia";"Fish & chips";"2022";"LEWIS RECORDINGS";1718751640;1718751856;;"https://open.spotify.com/track/0xrZieomO7W6q7WLRcK9P0";;
"Au Bonheur Des Dames";"Quart de touist";"L'île du bonheur";"1973";"PHILIPS";1718751832;1718752105;;;;
"Ivan Ave";"All season gear";"What a day !!!";"2023";"MUTUAL INTENTIONS";1718752091;1718752304;;;;
"Reverend Baron";"From anywhere";"Fool on the ave";"2022";"KARMA CHIEF RECORDS";1718752303;1718752530;"https://music.apple.com/fr/album/fool-on-the-ave/1616913585?i=1616913605&uo=4";"https://open.spotify.com/track/1MXY573K2JTIRVGHnsGXTm";"https://www.deezer.com/track/1703648267";
"Nat Adderley";"Work song";"Work song";"1960";"CARRERE";1718752533;1718752785;"https://music.apple.com/fr/album/work-song/917187497?i=917187529&uo=4";"https://open.spotify.com/track/0GSXh7IeBpk5uJDv7KsuKZ";;
"Wilfred Jackie Edwards";"Youths boogie : Jamaican R&B and the birth of Ska";"Never go away";"2013";"Fantastic Voyage";1718752785;1718752946;;;"https://www.deezer.com/track/1147990032";
"Erykah Badu";"Baduizm";"On & on";"1997";"BMG";1718752946;1718753167;"https://music.apple.com/fr/album/on-on-live/1440749382?i=1440749793&uo=4";"https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI";;
"L.A.B";"L.A.B VI";"Give me that feeling";"2024";"LOOP RECORDINGS";1718753166;1718753417;"https://music.apple.com/fr/album/give-me-that-feeling/1724057295?i=1724057568&uo=4";;"https://www.deezer.com/track/2607140822";
"Ahmed Malek";"Musiques originales de films";"La silence des cendres";"1976";"HABIBI FUNK RECORDS";1718753421;1718753613;;;"https://www.deezer.com/track/1760866527";
"Lena Chamamyan";"Chamamyan Lena/Hal asmar ellon";"Al rouzana";"";"INCOGNITO";1718753612;1718753790;;;;
"Glue 70";"2070";"Roll the dice";"2020";"MAJESTIC CASUAL RECORDS";1718753781;1718753993;;;;
"Matt Low";"Une vie cool";"Drôle de ciel (feat. Lonny)";"2024";"BLEU NUIT";1718753995;1718754220;"https://music.apple.com/fr/album/dr%C3%B4le-de-ciel-feat-lonny/1735929322?i=1735929338&uo=4";;;
"The Roundtable";"Folk Is Not A Four Letter Word";"Scarborough fair";"";"DELAY 68";1718754214;1718754507;;;;
"The Beach Boys";"The platinum collection";"Surfin' USA";"1963";"CAPITOL";1718754503;1718754648;;;;
"The Funkees";"The world ends - Afro rock & psychedelia in 1970s Nigeria";"Breakthrough";"2010";"SOUNDWAY";1718754646;1718754852;;;;
"Camarao Orkestra";"Camarao Orkestra";"Saidera  (feat. Amanda Roldan)";"2015";"CLAPSON";1718754848;1718755146;;;;
"Luis Bacalov";"BOF / Coup de foudre";"Coup de foudre : Espera seinorita";"1983";"GENERAL MUSIC FRANCE";1718755153;1718755383;;;;
"Helen Merrill";"Helen Merrill : Don't explain";"Falling in love with love";"1954";"EMARCY";1718755381;1718755617;;;"https://www.deezer.com/track/2826356412";
"Beausire";"Avec toi (EP)";"Avec toi";"2018";"AUTO PRODUCTION";1718755615;1718755869;;;"https://www.deezer.com/track/628591242";
"Lord$";"Speed it up";"Dick pic";"2024";"TRICATEL";1718755868;1718755969;;"https://open.spotify.com/track/3G2Z5G30jQGnW2FDbDpegM";"https://www.deezer.com/track/2704030602";
"Shawn Lee's Ping Pong Orchestra";"A very ping pong Christmas : Funky treats from Santa's bag";"My favorite things";"2004";"UBIQUITY";1718755968;1718756196;;;"https://www.deezer.com/track/986834102";
"Say She She";"Silver";"Entry level";"2023";"KARMA CHIEF RECORDS";1718756195;1718756391;;"https://open.spotify.com/track/1slu4E1ceT8dnhTDsqK372";;
"Amy Winehouse";"Back to black";"Me & Mr Jones";"2006";"ISLAND";1718756391;1718756539;;"https://open.spotify.com/track/0RfzQhbvtn5lOaKdhpAni7";;
"Natacha Atlas";"Mounqaliba";"Nafourat El Anwar";"2010";"WOLD VILLAGE";1718756539;1718756705;"https://music.apple.com/fr/album/nafourat-el-anwar/383587213?i=383587258&uo=4";"https://open.spotify.com/track/3XuYo8wzbm8om15c8nJVAs";"https://www.deezer.com/track/63135478";
"Nicolas Dautricourt";"Joseph-Guy Ropartz : Intégrale des sonates";"Sonate en Mi Maj n°2 : Vif - pour violon et piano";"2013";"TIMPANI";1718756708;1718756981;;;;
"Birds On A Wire";"Ramages";"Wish you were here";"2020";"La Familia";1718756972;1718757146;"https://music.apple.com/fr/album/wish-you-were-here/1579668692?i=1579668958&uo=4";"https://open.spotify.com/track/2G806tM4tJmIRVO6HZr6ig";;
"Beth Gibbons & Rustin Man";"Out of season";"Tom the model";"2002";"UNIVERSAL";1718757142;1718757363;;;;
"Portishead";"Portishead";"Only you";"1997";"GO BEAT";1718757363;1718757660;"https://music.apple.com/fr/album/only-you/1440933279?i=1440933395&uo=4";"https://open.spotify.com/track/2qKkC9cODRjIlsdyEkSJLQ";;
"Skydive Trio";"Sun Moee";"Signs";"2015";"HUBRO";1718757659;1718757884;;"https://open.spotify.com/track/0eLbpA5M5zRvMjoBlrgI8W";"https://www.deezer.com/track/590297952";
"Arthur H";"Mort prematuree d'un chanteur populaire dans la force de l'age";"Nancy";"2021";"MYSTIC RUMBA / ALLPOINTS";1718757875;1718758071;"https://music.apple.com/fr/album/nancy/1572301229?i=1572301395&uo=4";"https://open.spotify.com/track/7HxMa2k0biucGE2VcBAhC4";"https://www.deezer.com/track/1404807992";
"June Coco";"Fantasies & fine lines";"Happy song";"2021";"FINALISTES";1718758069;1718758334;;;;
"Fredrika Stahl";"Natten";"Rivers";"2021";"SONY";1718758333;1718758499;;"https://open.spotify.com/track/66f3wpkIj7SXCLhWvv5I7g";;
"Bill Frisell";"Disfarmer";"Think";"2009";"NONESUCH";1718758499;1718758772;;"https://open.spotify.com/track/7eqBIXzCZx0IVpoufwVmKK";;
"Grace Jones";"Ultimate collection";"I've seen that face before";"1981";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1718758781;1718759049;"https://music.apple.com/fr/album/ive-seen-that-face-before/1444048516?i=1444048644&uo=4";;;
"Gotan Project";"Tango 3.0";"Tu misterio";"2010";"BARCLAY";1718759048;1718759244;;"https://open.spotify.com/track/3gwHIzETRuvFT13rNrT2vN";;
"La Caravane Passe";"Hôtel Karavan";"Rame dans l'métro (feat. Aalma Dili)";"2023";"STUDIO TITO / BUDDE MUSIC";1718759242;1718759404;;;;
"The Lively Ones";"BOF / Pulp fiction";"Surf rider";"1963";"MCA";1718759402;1718759599;;"https://open.spotify.com/track/7sOBuRK26Ov7CR5fRSR7Om";"https://www.deezer.com/track/677410";
"The Soap Opera";"Back on tracks";"Golden springs S.A.S.";"2023";"HOWLIN BANANA RECORDS";1718759601;1718759786;"https://music.apple.com/fr/album/golden-springs-s-a-s/1681780001?i=1681780005&uo=4";"https://open.spotify.com/track/1MSnolZ02MPBxZ8rghkEsH";;
"J. E. Sunde";"Alice, Gloria and Jon";"You don't wanna leave it alone";"2023";"VIETNAM";1718759784;1718759965;;;;
"Donna Hightower";"This world today is a mess";"This world today is a mess";"1972";"DECCA";1718759963;1718760131;;"https://open.spotify.com/track/3iUGSGU7SQRop3TkaEzlC4";"https://www.deezer.com/track/826117912";
"Karate Boogaloo";"Hold your horses";"Family song (sing-a-long)";"2024";"COLEMINE RECORDS";1718760126;1718760326;"https://music.apple.com/fr/album/family-song-sing-a-long/1726622737?i=1726623112&uo=4";"https://open.spotify.com/track/7tYJtIQiS24vauaY4s0JjG";"https://www.deezer.com/track/2627764712";
"Lady Laistee";"Black mama";"Et si...?";"1999";"BARCLAY";1718760325;1718760557;;;;
"Nick Waterhouse";"Nick Waterhouse";"I feel an urge coming on";"2019";"INNOVATIVE LEISURE / K7 RECORDS";1718760546;1718760745;"https://music.apple.com/fr/album/i-feel-an-urge-coming-on/1608124084?i=1608124498&uo=4";"https://open.spotify.com/track/501jsSXfxhgClQe4UDrofk";"https://www.deezer.com/track/1642095592";
"Bai Kamara Jr & The Wood Sniffers";"Traveling medicine man";"Good, good man";"2023";"MOOSICUS RECORDS";1718760740;1718760974;;;;
"Minhwi Lee";"Hometown to come";"Blue flower";"2023";"";1718760968;1718761141;"https://music.apple.com/fr/album/blue-flower/1714566528?i=1714566531&uo=4";"https://open.spotify.com/track/1ZBJCuCU3W2riqv7bgyXUu";;
"Death And Vanilla";"Flicker";"Mercury's rising";"2023";"FIRE RECORDS";1718761142;1718761407;"https://music.apple.com/fr/album/mercurys-rising/1654033304?i=1654034516&uo=4";"https://open.spotify.com/track/5SuXEp94H3cIOo3NzZ50IR";;
"Sting";"The bridge : Fip session live in Paris at the Pantheon";"Message in a bottle (Fip Session Live in Paris at the Pantheon)";"2022";"POLYDOR/ UNIVERSAL";1718761393;1718761680;;;"https://www.deezer.com/track/1786479747";
"Leila Duclos";"Fille du feu";"Toi la bohémienne";"2022";"CONTINO JAZZ";1718761677;1718761909;;;;
"Algebra";"Aphantasia";"Versatile";"2022";"CREAKED";1718761908;1718762176;"https://music.apple.com/fr/album/versatile/1636326951?i=1636326971&uo=4";"https://open.spotify.com/track/5aU142T6bO19tHhNJF28Z4";;
"Audrey Joumas";"Des nouvelles d’ailleurs";"D'ailleurs";"2024";"AUTOPRODUCTION";1718762172;1718762373;;;;
"Eyvind Kang";"Eyvind Kang : Chirality";"What's the difference ?";"2019";"I DISCHI DI ANGELICA";1718762373;1718762456;;;;
"Sparks";"BOF / Annette";"So may we start";"2021";"Milan";1718762401;1718762618;;"https://open.spotify.com/track/1FZ6wsqNIEiAGQLhpPQ5El";;
"John Coltrane";"Ballads";"You don't know what love is";"1962";"Impulse !";1718762455;1718762767;"https://music.apple.com/fr/album/you-dont-know-what-love-is/711897896?i=711898015&uo=4";;;
"David Bowie";"Blackstar";"Dollar days";"2016";"ISO RECORDS / COLUMBIA";1718762616;1718762893;"https://music.apple.com/fr/album/dollar-days/1676286487?i=1676286765&uo=4";"https://open.spotify.com/track/1k5GEEuEoBiklGgmQcD62s";"https://www.deezer.com/track/2182347927";
"Massive Attack";"Blue lines";"Daydreaming";"1990";"VIRGIN";1718762763;1718763009;;;;
"Nubiyan Twist";"Find your flame";"Slow breath (feat. Mamani Keita)";"2024";"STRUT RECORDS";1718762901;1718763190;;;;
"Yo & The South";"Sensible";"Dans tes veines";"2022";"AUTOPRODUCTION";1718763009;1718763201;;;;
"Etta Baker";"Etta Baker with Taj Mahal";"Madison street blues";"2004";"YEP ROC RECORDS";1718763189;1718763358;;;;
"Aretha Franklin";"Les indispensables/Aretha Franklin";"The shoop shoop song";"1964";"SONY";1718763205;1718763347;"https://music.apple.com/fr/album/the-shoop-shoop-song/509167759?i=509168025&uo=4";;;
"Mos Def";"One step ahead";"Ms. Fat Booty";"1999";"ORIGINALS";1718763347;1718763590;"https://music.apple.com/fr/album/ms-fat-booty/1444213589?i=1444214037&uo=4";"https://open.spotify.com/track/0IVAlb0cFCH1cQ974iR1TU";"https://www.deezer.com/track/2112351";
"Cocorosie";"La maison de mon rêve";"Not for sale";"2004";"TOUCH & GO";1718763355;1718763435;;"https://open.spotify.com/track/5zAhEqzBWIEasxb6sew8nI";;
"Lavinia Meijer";"Lavinia Meijer : The Glass Effect";"Etude n°9 - arrangement pour harpe";"2016";"SONY CLASSICAL";1718763435;1718763643;;;;
"Shabaka";"Perceive its beauty, acknowledge its grace";"Insecurities";"2024";"IMPULSE";1718763558;1718763835;;;;
"The Quantic Soul Orchestra";"Stampede";"Take your time, change your mind";"2003";"TRU THOUGHTS";1718763638;1718764040;;"https://open.spotify.com/track/0sWGGGT9CMD2hpWiqenDpk";;
"Loving";"Any light";"The light in you";"2024";"LAST GANG RECORDS / MNRK";1718763835;1718763925;"https://music.apple.com/fr/album/the-light-in-you/1715079935?i=1715079944&uo=4";"https://open.spotify.com/track/5mdZuqCT0gNdhRbwbxfTKR";;
"Becca Stevens Band";"Weightless";"There is a light that never goes out";"2011";"SUNNYSIDE COMMUNICATIONS";1718763925;1718764242;;;;
"Enchantee Julia";"House of groove";"Sois pas pressé";"2023";"ROCHE MUSIQUE";1718764038;1718764202;;"https://open.spotify.com/track/2FzxtQBFZT6cykbKF3uu9v";"https://www.deezer.com/track/2485339171";
"Sade";"Love deluxe";"Cherish the day";"1992";"EPIC";1718764214;1718764529;"https://music.apple.com/fr/album/cherish-the-day/604770232?i=604771092&uo=4";"https://open.spotify.com/track/22QiTJqDn1BIRSh4mkNJ5w";"https://www.deezer.com/track/1030652072";
"Sylvain Daniel";"Palimpseste : Voyage imaginaire dans les ruines de Detroit";"Vanity ballroom";"2018";"ONJ RECORDS";1718764241;1718764479;;"https://open.spotify.com/track/0nWYRnuWoIgYF60HNjS6Os";"https://www.deezer.com/track/461628602";
"Ahmed Fakroun";"Awedny";"Nisyan";"1974";"MLP - HISTORY";1718764479;1718764721;;;;
"Talking Heads";"Naked";"Big daddy";"1988";"EMI";1718764527;1718764851;"https://music.apple.com/fr/album/big-daddy/699715644?i=699716485&uo=4";"https://open.spotify.com/track/09wWfLTg5VwEFE8px5bXKI";;
"Sirens Of Lesbos";"Peace";"Baybaybae";"2023";"AUTOPRODUCTION";1718764720;1718764828;;"https://open.spotify.com/track/6gOSfCZDUNAAQ8A1UtnKyB";;
"Sameer Ahmad";"La vie est bien faite";"Hmd";"2024";"BAD COP BAD COP / IHH RECORDS";1718764823;1718764906;"https://music.apple.com/fr/album/hmd/1728095840?i=1728095841&uo=4";"https://open.spotify.com/track/7nv1qdwtph6FY8Qi1IIpX7";;
"Sampha";"Dual (EP)";"Indecision";"2013";"YOUNG TURKS";1718764846;1718765109;;"https://open.spotify.com/track/4qPhFTSrBnBJyUDGj12KAc";;
"Yaya Bey";"Ten fold";"Yvette's cooking show";"2024";"BIG DADA";1718764909;1718765116;;"https://open.spotify.com/track/4hYUrx6BJxfeE7pvaTDzif";"https://www.deezer.com/track/2641721742";
"Rone";"Les Olympiades";"Opening";"2021";"INFINE";1718765106;1718765298;"https://music.apple.com/fr/album/opening/1590350485?i=1590350490&uo=4";"https://open.spotify.com/track/4xHgkiv3GTusLSrODv6xBA";"https://www.deezer.com/track/1522158942";
"Maria Callas";"Maria Callas la légende";"Casta diva (Acte I Sc 4) Air de Norma et choeur";"1961";"EMI";1718765107;1718765439;;;;
"Jeff Buckley";"Grace [legacy edition]";"Corpus christi carol";"1994";"COLUMBIA";1718765290;1718765464;;"https://open.spotify.com/track/4apuooN0LA5LZXeHog3nvb";"https://www.deezer.com/track/108733468";
"Yndi";"Noir Brésil";"Reliques";"2021";"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1718765448;1718765678;;"https://open.spotify.com/track/4bUIVXdk8C9SdEKZyzpjTu";;
"Julian Lage";"Speak to me";"As it were";"2024";"BLUE NOTE";1718765463;1718765764;"https://music.apple.com/fr/album/as-it-were/1724864226?i=1724864515&uo=4";"https://open.spotify.com/track/0FHn2vcDngtc4qmVLwKbNx";;
"Vinicius Cantuaria";"Tucuma";"Amor brasileiro";"1999";"VERVE";1718765673;1718765977;;"https://open.spotify.com/track/3M9HFBQdarPDHclRHdY7wF";;
"Radiohead";"In rainbows";"Jigsaw falling into place";"2007";"4AD";1718765788;1718766030;"https://music.apple.com/fr/album/jigsaw-falling-into-place/1109714933?i=1109715469&uo=4";"https://open.spotify.com/track/0YJ9FWWHn9EfnN0lHwbzvV";;
"Youandewan";"There is no right time";"Be good to me poly";"2016";"AUS MUSIC";1718765966;1718766264;"https://music.apple.com/fr/album/be-good-to-me-poly/1148177893?i=1148177896&uo=4";"https://open.spotify.com/track/6spD1sbI3wsBdYTFdFVbf3";"https://www.deezer.com/track/131054130";
"Dylan Dylan";"Love theory";"Sorry (ft Emma Wizz)";"2024";"SHALL NOT FADE";1718766022;1718766239;;;;
"Mike James Kirkland";"Don't sell your soul";"Together";"1971";"LUV N' HAIGHT RECORDINGS";1718766237;1718766403;;;;
"Dusty Springfield";"BOF / Pulp fiction";"Son of a preacher man";"1969";"MCA";1718766259;1718766404;"https://music.apple.com/fr/album/son-of-a-preacher-man/1440717710?i=1440717718&uo=4";"https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3";"https://www.deezer.com/track/1104538";
"Figub Brazlevic & Parental";"Métro-bahn";"Machine routine";"2024";"KREKPEK";1718766399;1718766584;"https://music.apple.com/fr/album/machine-routine/1730393407?i=1730393717&uo=4";;;
"Nelick";"Mon coeur bat";"Marmelade";"2024";"ENTREPRISE";1718766400;1718766544;"https://music.apple.com/fr/album/marmelade/1733288752?i=1733288757&uo=4";"https://open.spotify.com/track/1cjO5tyEDoQHwpTvf7Qnj7";"https://www.deezer.com/track/2680272612";
"Les Freres Jacques";"La confiture";"La confiture";"1973";"ARION";1718766541;1718766763;;"https://open.spotify.com/track/4fjRqByWU43ZEDDcAgax0x";"https://www.deezer.com/track/7934139";
"Scatman Crothers";"Bob Dylan/Radio Radio /Theme time radio hour vol . 2";"Keep that coffee hot";"1955";"MISCHIEF MUSIC";1718766580;1718766747;;;;
"Les Agamemnonz";"Amateurs";"J'avoue";"2021";"HI-TIDE RECORDINGS";1718766754;1718766972;"https://music.apple.com/fr/album/javoue/1567659361?i=1567659613&uo=4";"https://open.spotify.com/track/4cXxOMsDFoywoJjm7GpX2V";"https://www.deezer.com/track/1394245232";
"Fai Baba";"Veränderet";"Boot";"2022";"A TREE IN A FIELD RECORDS";1718766757;1718767067;;"https://open.spotify.com/track/2JAFS87CPRYGO1Osjp3V56";;
"Junip";"Junip";"Baton";"2013";"CITY SLANG";1718766967;1718767188;"https://music.apple.com/fr/album/baton/1721036769?i=1721037623&uo=4";;"https://www.deezer.com/track/2582995602";
"Mulatu Astatke";"Broken flowers";"Yekermo sew";"1969";"DECCA";1718767062;1718767282;;"https://open.spotify.com/track/4CwAgkBoKAGT6UMas89F0v";"https://www.deezer.com/track/2193245";
"Archie Bell & The Drells";"Right on !";"Tighten up";"1968";"WARNER";1718767187;1718767375;"https://music.apple.com/fr/album/tighten-up/258394731?i=258395110&uo=4";;;
"Hannah Williams & The Affirmations";"50 foot woman";"Hourglass";"2019";"RECORD KICKS";1718767280;1718767540;;;;
"Ezechiel Pailhes";"Ventas rumba";"Sway";"2024";"CIRCUS COMPANY";1718767369;1718767533;"https://music.apple.com/fr/album/sway/1729876179?i=1729876620&uo=4";"https://open.spotify.com/track/5H36sKgr5IFcr1HsxQhw7k";"https://www.deezer.com/track/2654766662";
"Lenny Kravitz";"Are you gonna go my way";"Heaven help";"1993";"VIRGIN";1718767526;1718767714;;"https://open.spotify.com/track/0uHbPoDjquncfYsLt00Aj2";;
