"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Machinedrum";"3for82";"Respek (feat. Topaz Jones & Ezri)";"2024";"NINJA TUNE";1719002155;1719002324;"https://music.apple.com/fr/album/respek-feat-topaz-jones-ezri/1730963264?i=1730963537&uo=4";;;
"Modeselektor";"EXTLP";"Social distancing - (feat. Flohio)";"2021";"MONKEYTOWN RECORDS";1719002322;1719002552;;;;
"Swoush";"Late 20's";"Grimy";"2024";"HALFPIPE RECORDS";1719002551;1719002759;;;"https://open.spotify.com/track/3nVGUzc9RIGKkpx58sdarE";
"Qant";"Warm zone";"Death card";"2024";"BARDOUIN MUSIC";1719002748;1719003038;"https://music.apple.com/fr/album/death-card/1735540882?i=1735541169&uo=4";"https://www.deezer.com/track/2700204982";"https://open.spotify.com/track/4BLHhfBiUx8pPjF68Vis5a";
"Erasure";"Always - the very best of Erasure";"Chains of love";"1988";"MUTE RECORDS";1719002872;1719003091;"https://music.apple.com/fr/album/chains-of-love-2009-remaster/1439548683?i=1439548690&uo=4";;"https://open.spotify.com/track/1I0qu4PsBjAHfJHy9wy5AA";
"Clio";"Faces";"Faces";"1985";"ROBERTO FERRANTE / PLANET RECORDS";1719003088;1719003419;"https://music.apple.com/fr/album/faces-prod-by-roberto-ferrante-2020-remaster/1529149521?i=1529149522&uo=4";;;"https://www.youtube.com/watch?v=-xd-MIv9uew"
"Koji Ono";"Incognito EP";"Odoru";"2018";"CHUWANAGA";1719003415;1719003752;"https://music.apple.com/fr/album/odoru/1343786279?i=1343787479&uo=4";"https://www.deezer.com/track/512998232";"https://open.spotify.com/track/2ohx1lPf0TXwWrvxH8DfiF";
"Prince Waly";"Bo y z vol. 2";"Risotto";"2023";"BO Y Z";1719003434;1719003734;"https://music.apple.com/fr/album/risotto/1716878017?i=1716878558&uo=4";;"https://open.spotify.com/track/325P4ydSGCrkDv6DIJe1PS";
"Altin Gun";"Yol";"Esmerim güzelim";"2021";"GLITTERBEAT RECORDS";1719003732;1719003879;;"https://www.deezer.com/track/1167068012";"https://open.spotify.com/track/06VY4IXJO8SJwpZGu6f5xb";
"Sababa 5";"Sababa 5";"Lizarb";"2022";"BATOV RECORDS";1719003876;1719004112;;;"https://open.spotify.com/track/1ox7uUXEi2Fy2cpRAV9ALd";
"King Gizzard & The Lizard Wizard";"Paper mâché dream balloon";"Sense";"2015";"HEAVENLY RECORDINGS";1719004104;1719004315;;;"https://open.spotify.com/track/2oeqKWbVwK5Ly2vjwWJKHd";
"Oan Kim & The Dirty Jazz";"Rebirth of innocence";"Lush (feat. Gabi Hartmann)";"2024";"ARTWORK RECORDS / PIAS";1719004314;1719004542;;;;
"Jalen Ngonda";"Come around and love me";"If you don't want my love";"2023";"DAPTONE RECORDS / MODULOR";1719004538;1719004682;;"https://www.deezer.com/track/2172217337";"https://open.spotify.com/track/3fPBXNuHlH4N3hmiEzK5y0";
"Kokoroko";"Could we be more";"Soul Searching";"2022";"BROWNSWOOD RECORDINGS";1719004678;1719004890;"https://music.apple.com/fr/album/soul-searching/1614649802?i=1614650351&uo=4";;"https://open.spotify.com/track/5tzh3n3npItqaXvv4Sl5Cu";
"Lolo Et L'Orchestre O.K. Jazz";"Congo Funk ! Sound madness from the shores of the mighty Congo rive";"Lolo soulfire";"1971";"ANALOG AFRICA";1719004881;1719005091;;;;
"Freddi Henchi And The Soulsetters";"What it is ! Funky soul and rare grooves";"Funky to the bone";"1972";"";1719005092;1719005250;;;;
"Beck";"Odelay";"Readymade";"1996";"GEFFEN RECOR";1719005246;1719005403;;"https://www.deezer.com/track/634469322";"https://open.spotify.com/track/5EWc98pCUSXbu9hcZu8u3e";
"Feist";"The reminder ed. Deluxe + bonus";"Fightin' away the tears (feat. Mocky)";"2007";"POLYDOR";1719005402;1719005593;;;;
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"Unchain my heart (part 1)";"2005";"VERVE";1719005593;1719005893;;;;
"Marion Rampal";"Oizel";"Oizeau";"2024";"LES RIVIERES SOUTERRAINES";1719005886;1719006077;;"https://www.deezer.com/track/2585232322";"https://open.spotify.com/track/4wyCDEypGKhCcvh1itrYVo";
"Madeleine Peyroux";"Secular hymns";"More time";"2016";"IMPULSE / UNIVERSAL";1719006065;1719006268;;;"https://open.spotify.com/track/2TaG40zx86SHIPLxvbXbdM";
"Joe Yorke";"Hopeless";"Rough living";"2023";"RHYTHM STEADY";1719006263;1719006438;"https://music.apple.com/fr/album/rough-living/1708963114?i=1708964444&uo=4";;"https://open.spotify.com/track/4m7DEEfaBFlie6TeMcOJ8Y";
"Whomadewho";"UUUU";"Silence & secrets";"2022";"EMBASSY OF MUSIC";1719006435;1719006696;;;"https://open.spotify.com/track/6wQMLsbcaGAxr3A6FdvQZo";
"Thoma";"Pictures of infinity";"Fula";"2023";"FOLDED MUSIC";1719006695;1719006916;;;"https://open.spotify.com/track/2ph4fbT7mxjsxYJr20Wi2a";
"Warpaint";"Warpaint (extrait)";"Love is to die";"2014";"ROUGH TRADE";1719006906;1719007194;;;"https://open.spotify.com/track/2RAXAF7qjvn0FsRuMMTlBx";
"Chet Atkins";"Me and Jerry/Me and Chet";"Something";"1971";"T-BIRD RECORDS";1719007194;1719007324;;;;
"Clarissa Connelly";"The voyager";"Latitude";"2020";"CCMUSIC";1719007329;1719007478;;;"https://open.spotify.com/track/0PWr2595fIh6wWcWPu8ohx";
"Sophye Soliveau";"Initiation";"Leave";"2024";"AUTOPRODUCTION";1719007476;1719007784;"https://music.apple.com/fr/album/leave/1733715119?i=1733715666&uo=4";"https://www.deezer.com/track/2683185692";"https://open.spotify.com/track/7D36U2q0MNWv7O8vZPj8xy";
"The Marvelettes";"She's so fine (the rise of the girl groups)";"Forever";"1963";"FANTASTIC VOYAGE";1719007781;1719007919;;;;
"The Shadows";"20 golden greats";"Atlantis";"1963";"EMI";1719007919;1719008084;;;;
"Originals Orchestra";"ABC Rocksteady";"Little nut tree";"1968";"DUB STORE RECORDS";1719008083;1719008233;;;;
"Bola Johnson & His Easy Life Top Beats";"Nigeria 70/Sweet times /Afro -funk , highlife & juju from 1970s Lagos";"E ma s'eka";"1971";"";1719008230;1719008428;;;;
"Bryony Jarman-Pinto";"Below dawn";"Riverside";"2024";"TRU THOUGHTS";1719008426;1719008787;"https://music.apple.com/fr/album/riverside/1717620519?i=1717620677&uo=4";"https://www.deezer.com/track/2553681052";"https://open.spotify.com/track/4lbhMM3H0Wesq7DHZKa8dN";
"Tommy Guerrero";"A little bit of something";"Azucar";"2000";"SOURCE/VIRG";1719008788;1719008910;;;"https://open.spotify.com/track/2a7ZjFUGeBXUGBp3p3u6G7";
"Steely Dan";"Can't Buy a Thrill";"Do it again";"1972";"MCA";1719008906;1719009256;;;"https://open.spotify.com/track/2LXISHBkx8FyoxCBkckh19";
"Lulu";"The ladies of too slow to disco / Vol. 2";"I love to boogie";"1979";"HOW DO YOU ARE";1719009250;1719009449;"https://music.apple.com/fr/album/i-love-to-boogie/1504712241?i=1504712243&uo=4";"https://www.deezer.com/track/2582703052";"https://open.spotify.com/track/2WNZh0dQ1wC0o35wOMdA7w";
"Diane Tell";"Chimères";"Tes yeux";"1981";"TUTA MUSIC";1719009450;1719009664;;;;
"Blue Lab Beats";"Blue eclipse";"Sunset in L.A.";"2024";"DECCA";1719009660;1719009841;;;;
"M0nf0rt";"Studio Pigalle";"Since I met you (feat. Nina Tonji)";"2023";"KOMOS";1719009839;1719010014;;;;
"Andy Bey";"Experience and judgment";"Trust us to find the way";"1974";"WARNER JAZZ";1719010008;1719010166;;;;
"The Kinks";"The anthology 1964 - 1971";"Till death us do part";"1968";"SANCTUARY";1719010164;1719010358;;;;
"Voyou";"Les royaumes minuscules";"Deux oiseaux";"2023";"SONY MUSIC";1719010357;1719010610;"https://music.apple.com/fr/album/deux-oiseaux/1656771718?i=1656771734&uo=4";"https://www.deezer.com/track/2041041017";"https://open.spotify.com/track/2lyrwy5aDGCADq2wpdotC6";
"The Offline";"La couleur de la mer";"Un bout de chemin";"2023";"ROOT RECORDS";1719010609;1719010788;"https://music.apple.com/fr/album/un-bout-de-chemin/1691326092?i=1691327984&uo=4";;"https://open.spotify.com/track/5qMKOQdYLAtS6Nbl2t7bMo";
"Lee Fields & The Expressions";"It rains love";"Blessed with the best";"2019";"BIG CROWN RECORDS / DIFFER- ANT";1719010810;1719011033;"https://music.apple.com/fr/album/blessed-with-the-best/1447653678?i=1447653688&uo=4";"https://www.deezer.com/track/638267182";"https://open.spotify.com/track/6Tn9J7LOj5CuytqzORpkrz";
"Hugh Griffiths";"Messages from Trenchtown";"Reasons why";"";"KINGSTON SOUNDS";1719011029;1719011238;;;;
"Manu Dibango";"Mboa'su";"Aye Africa";"2000";"MELODIE";1719011233;1719011493;;"https://www.deezer.com/track/543511032";;
"Céu";"Novela";"Crushinho";"2024";"URBAN JUNGLE / ONERPM";1719011488;1719011670;"https://music.apple.com/fr/album/crushinho/1740125744?i=1740125960&uo=4";;"https://open.spotify.com/track/3Gs6lg8kcj2vzNXH4vbGUo";
"Orchestre Symphonique De Boston";"Gabriel Fauré : Pelléas et Mélisande";"Dolly op 56 : 3. Le jardin de Dolly - arrangement pour orchestre";"1987";"DGG (DEUTSCHE GRAMMOPHON)";1719011669;1719011846;;;;
"Michel Polnareff";"Passé présent";"Tous les bateaux, tous les oiseaux";"1969";"UNIVERSAL";1719011826;1719012032;;"https://www.deezer.com/track/1117110";;
"Sofie Royer";"Schweden espresso";"Schweden espresso";"2022";"STONES THROW";1719012029;1719012297;"https://music.apple.com/fr/album/schweden-espresso/1636044265?i=1636044266&uo=4";;"https://open.spotify.com/track/0LokKpZ75o151vBOJpDS8b";
"Beach House";"Depression cherry";"Space song";"2015";"BELLA UNION";1719012280;1719012584;;;"https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow";
"Ponta Preta";"Way out West";"Yojimbo";"2023";"LE SURF RECORDS";1719012585;1719012705;;"https://www.deezer.com/track/2429409245";"https://open.spotify.com/track/4Vrp91hJFWitWg13HgTOSC";
"Norma Tanega";"Walkin' my cat named dog";"I'm Dreamin' a Dream";"1966";"RHINO";1719012698;1719012853;;;"https://open.spotify.com/track/1nmqEAyDclFIIJ8fNIZXgD";
"Jimmie Rodgers";"The blues Camden Atlanta New-York 1927-1933";"Blue yodel n°8";"1931";"FREMEAUX ET ASSOCIES";1719012852;1719013028;;;;
"Les Compagnons De La Chanson";"Si tu vas à Rio";"Tom dooley";"1959";"COLUMBIA";1719013038;1719013207;"https://music.apple.com/fr/album/tom-dooley/917267887?i=917279284&uo=4";;;
"George Benson";"Tell it like it is";"Jackie, all";"1969";"VERVE";1719013200;1719013329;;;;
"Leci Brandao";"Dignidade";"So quero te namorar";"1987";"COPACABANA";1719013327;1719013529;;;;
"David Ferreira";"COSTA NOVA : Atlantic disco & boogie gems from Portugal (82?-?89)";"Rap'in the Salsa";"1984";"COSTA NOVA";1719013521;1719013714;;;;
"John Carroll Kirby";"Mates";"Mates";"2023";"STONES THROW RECORDS";1719013714;1719014002;;"https://www.deezer.com/track/2222113407";"https://open.spotify.com/track/5J3Lj4W83S8iS3VRnnVOmo";
"Boz Scaggs";"Silk degrees";"Lowdown";"1976";"CBS";1719014000;1719014301;;;;
"Honeywhip";"Nice guys love you (vol. 4)";"Like ice";"2023";"NICE GUYS";1719014298;1719014473;;;"https://open.spotify.com/track/1X11s7tFg27MAkSZ5wHzdG";
"Daniel Lanois";"Belladonna";"Frozen";"2005";"ANTI";1719014497;1719014690;;;;
"L Imperatrice";"Odyssée";"Parfum thérémine";"2015";"CRACKI RECORDS";1719014690;1719014987;;;;
"Silk Rhodes";"Silk rhodes";"Pains";"2014";"STONES THROW RECORDS";1719014983;1719015168;;"https://www.deezer.com/track/446006752";"https://open.spotify.com/track/3t6gmz9lT8L9cSqWahpo1r";
"Seafood Sam";"Standing on giant shoulders";"Can’t take the hood to heaven";"2024";"DRINK SUM WTR";1719015162;1719015418;;"https://www.deezer.com/track/2586899232";"https://open.spotify.com/track/5NE0ZaaOtk3EoIeYU2nLrn";
"Mutter'S Virtuosi";"Anne Sophie Mutter & Mutter's virtuosi";"Concerto en Fa Maj RV 551 P 278 : 2. Andante - pour 3 violons cordes et basse continue";"2023";"DGG (DEUTSCHE GRAMMOPHON)";1719015417;1719015546;;;;
"Jane Birkin";"Quoi";"Jane B.";"1968";"PHILIPS";1719015544;1719015722;;;;
"Esther Phillips";"Atlantic rhythm and blues 1947-1974 volume 5";"And I love him";"1968";"ATLANTIC";1719015722;1719015878;;;;
"Jorge Ben";"Black Rio / Brazil soul power 1971-1980 / Compiled by DJ Cliffy";"Comanche";"1971";"STRUT";1719015871;1719016042;"https://music.apple.com/fr/album/comanche/1404021460?i=1404022368&uo=4";;;
"Ben Chasny";"The intimate landscape";"Waterfall path";"2021";"DRAG CITY";1719016048;1719016221;;"https://www.deezer.com/track/1447853742";"https://open.spotify.com/track/71thNQnpLktdaWlMRzYeOb";
"Of Montreal";"Lady on the cusp";"Rude girl on rotation";"2024";"POLYVINYL RECORDS";1719016217;1719016370;"https://music.apple.com/fr/album/rude-girl-on-rotation/1737003212?i=1737003213&uo=4";"https://www.deezer.com/track/2659741032";"https://open.spotify.com/track/4EhV8FoOtNW8QfUelPoDhF";
"A Certain Ratio";"It all comes down to this";"Dorothy Says";"2024";"MUTE";1719016369;1719016571;;;"https://open.spotify.com/track/0gGo6dueNAHdTZURSbDvkW";
"T-Bone Walker";"Very rare";"Well I done got over it";"1973";"REPRISE RECORDS";1719016559;1719016742;;;;
"Blackjoy";"Figures";"Saint Exupery";"2023";"LES RYTHMES RUBAN";1719016740;1719016923;"https://music.apple.com/fr/album/saint-exupery/1719822002?i=1719822285&uo=4";;"https://open.spotify.com/track/6XiEPi1ESloUTzLQpbYvSN";
"Camille";"BOF / Le petit prince";"Le petit prince : Suis-moi (reprise) (feat. Camille)";"2015";"BECAUSE";1719016910;1719017093;;;;
"Miryam Solomon";"Romance";"Fiction on the web";"2021";"ALBERT'S FAVOURITES";1719017092;1719017324;;;"https://open.spotify.com/track/7t0CYqWK3Rsq3f3mTa4tln";
"Stepney Charles";"Step on step";"Daddy's diddies";"2022";"INTERNATIONAL ANTHEM RECORDING CO.";1719017322;1719017443;;;;
"Vladimir Cosma";"BOF / L'as des as / L'animal / Cd 1";"L'as des as";"1982";"LARGHETTO MUSIC";1719017437;1719017636;;"https://www.deezer.com/track/93114916";;
"Cam 'Ron";"Come Home With Me";"Oh boy";"2002";"ROC-A-FELLA RECORDS";1719017635;1719017838;;;;
"Franco & Ok Jazz";"Zaire classics 1955-56";"La rumba o.k";"1956";"CRAMMED DISCS";1719017838;1719018017;;;;
"Strongboi";"Strongboi";"Fool around";"2023";"AUTOPRODUCTION";1719018044;1719018325;;;"https://open.spotify.com/track/1qabjFO5ij7kHIM91RSeqr";
"Greg Foat";"Symphonie pacifique";"Yonaguni";"2020";"STRUT RECORDS";1719018324;1719018564;;;"https://open.spotify.com/track/4U4YIDoopcrqZq8CCzdgjd";
"Moodymann";"Moodymann";"Hold it down";"2014";"KENNETH DIXON";1719018560;1719018732;;;"https://open.spotify.com/track/0HQZJbulEJMr5hnGdHz8Wu";
"Renee Geyer";"The ladies of too slow to disco";"Be there in the morning (australian single version)";"1977";"HOW DO YOU ARE";1719018729;1719018955;;;;
"Charlotte Day Wilson";"Cyan blue";"Canopy";"2024";"STONE WOMAN MUSIC";1719018961;1719019112;"https://music.apple.com/fr/album/canopy/1728298601?i=1728299564&uo=4";;"https://open.spotify.com/track/074nW5eagzARw8dicGjJhP";
"Blanka";"Flares";"Cosy";"2020";"NOWADAY RECORDS";1719019106;1719019242;;"https://www.deezer.com/track/1045511562";"https://open.spotify.com/track/3W9eTue5UNEYR7lZnUp5lx";
"The Dining Rooms";"Songs to make love to";"La verità (feat. Toco)";"2024";"SCHEMA RECORDS";1719019240;1719019475;;;;
"Ships & Hardships";"Vers la lune";"Vers la lune";"2023";"SPACE PARTY";1719019467;1719019614;;;"https://open.spotify.com/track/3OBa4CrvLDqzwMm5MYMhzK";
"Janis Joplin";"Pearl";"Half moon";"1971";"COLUMBIA";1719019616;1719019847;;"https://www.deezer.com/track/101216326";"https://open.spotify.com/track/2bD8JWzDBOnSeUcsjVU2SD";
"Marcel Bianchi";"Vacances à Hawaï";"Blue moon";"1957";"MODE";1719019846;1719019995;;"https://www.deezer.com/track/764199962";;
"Marvin Franklin With Kimo And The Guys";"Aloha got soul";"Kona winds";"1978";"STRUT RECORDS";1719019993;1719020202;;;;
"Henry Parker";"Folk funk & trippy troubadours / Vol. 2";"Prospect Of Wealth";"2023";"RE WARM";1719020198;1719020343;;;"https://open.spotify.com/track/2bTHmloa11HEr7hocaL6C4";
"Valerie Lemercier";"Valerie Lemercier chante";"Goûte mes frites";"1996";"BMG";1719020343;1719020552;"https://music.apple.com/fr/album/goute-mes-frites/417113448?i=417113450&uo=4";;"https://open.spotify.com/track/5fDODuqSooW3HKifdU8rzL";"https://www.youtube.com/watch?v=b0SCjcrNcVw"
"Dave Grusin";"B.O.F. / Les 3 jours du condor";"Out to lunch";"1975";"CAPITOL";1719020548;1719020665;;"https://www.deezer.com/track/571900092";"https://open.spotify.com/track/2ZFONpbRJzNuCAIqmvhFng";
"Les Freres Megri";"Mahmoud Hassan Younès";"Sebar";"1974";"SUDIPHONE";1719020657;1719020901;;;;
"Rachel Chinouriri";"What a devastating turn of events";"What a devastating turn of events";"2024";"PARLOPHONE";1719020892;1719021149;;;"https://open.spotify.com/track/7CQi62BS2K2GmBGeTCRwxc";
"Sundowner";"Beirut and beyond";"Tunnel vision";"2024";"BALCOON";1719021148;1719021405;;;"https://open.spotify.com/track/6yCSmR6JzYOQqUGPjRrIJL";
"Douniah";"A lot, not too much";"Runnin'";"2023";"MELTING POT MUSIC";1719021401;1719021612;;"https://www.deezer.com/track/2453831845";"https://open.spotify.com/track/6lSJj7olH4q15rvHOiJZhy";
"Connie Constance";"English rose";"English Rose";"2019";"CAROLINE";1719021612;1719021761;;;"https://open.spotify.com/track/5n0yKmzdogMmZ2ZdWe3hFt";
"Ezechiel Pailhes (Compositeur)";"Ventas rumba";"La valse des singes";"2024";"CIRCUS COMPANY";1719021800;1719021930;"https://music.apple.com/fr/album/la-valse-des-singes/1729876179?i=1729878017&uo=4";"https://www.deezer.com/track/2654766742";"https://open.spotify.com/track/5BMNg92lkkgo2hisT4UNXB";
"Les Ogres De Barback";"Rue du temps";"Ces tonnes de gens";"1997";"LES OGRES DE BARBACK";1719021928;1719022117;;;;
"R.E.M.";"Out of time";"Shiny happy people";"1991";"WARNER";1719022115;1719022338;;;"https://open.spotify.com/track/1v2zyAJrChw5JnfafSkwkJ";
"The Divine Comedy";"Promenade";"Tonight we fly";"1994";"VIRGIN";1719022334;1719022509;;;"https://open.spotify.com/track/2DPWQEfEW4ptmAQfTbZE76";
"Komasi";"Masupian";"Masupian";"2024";"YAPA";1719022521;1719022710;;;"https://open.spotify.com/track/3o7ZSTPDwBZ8X3v2JcZ9Rr";
"Justin Hurwitz";"BOF / Babylon";"Babylon : Champagne";"2022";"PARAMOUNT PICTURES / INTERSCOPE RECORDS";1719022710;1719022882;;;;
"Cotonete";"Victoire de la musique";"What did you run for (feat Omar)";"2024";"HEAVENLY SWEETNESS";1719022880;1719023293;;;;
"Adele";"30";"All night parking (feat. Erroll Garner) - Interlude";"2021";"COLUMBIA";1719023286;1719023440;;;;
"Erroll Garner";"Easy to love";"As time goes by";"1964";"EMARCY";1719023443;1719023780;;"https://www.deezer.com/track/13217699";;
"BadBadNotGood";"Take what's given";"Take what's given (feat. Reggie)";"2024";"XL RECORDINGS";1719023779;1719023943;;;;
"Liam Bailey";"Ekundayo";"White light";"2020";"BIG CROWN";1719023945;1719024146;"https://music.apple.com/fr/album/white-light/1523955204?i=1523955207&uo=4";"https://www.deezer.com/track/1040835442";"https://open.spotify.com/track/7GQA5TQ5sbPfYwkI6h3mlX";
"Jimmy Cliff";"Sound system : the story of jamaican music / CD1";"Dearest Beverley";"2012";"ISLAND";1719024146;1719024304;;"https://www.deezer.com/track/140778135";;
"Bartolomey Bittmann";"Dynamo";"Menuett";"2019";"ACT MUSIC";1719024303;1719024453;;;;
"Cabane";"Brûle";"In parallel (feat. Kate Stables)";"2024";"CABANE RECORDS";1719024452;1719024692;;;;
"Mr Giscard";"Polka (feat. Mathieu Boogaerts)";"Polka (feat. Mathieu Boogaerts)";"2023";"RCA";1719024691;1719024866;"https://music.apple.com/fr/album/polka-feat-mathieu-boogaerts/1706804049?i=1706804052&uo=4";;"https://open.spotify.com/track/5bDAWKeNJbEpIMqaUx5GfR";
"Skinshape & Pedro Mizutani";"Pensando baixo";"Chorar";"2024";"NICE GUYS";1719024866;1719024995;;;;
"Lisa Ekdahl";"Sings salvadore poe";"I will be blessed";"2000";"RCA/BMG";1719024994;1719025151;;"https://www.deezer.com/track/995585";;
"Thomas Lauderdale & The Pilgrims";"Meets the Pilgrims";"Tall cool one";"2023";"NAIVE / BELIEVE";1719025151;1719025324;;;;
"Tex Rubinowitz";"Hot rods & custom classics : cruisin' songs & highway";"Hot rod man";"1981";"RHINO RECORDS";1719025338;1719025467;;"https://www.deezer.com/track/1272206262";;
"Anita O Day";"Time for 2";"That's your red wagon";"1962";"VERVE";1719025466;1719025634;;;;
"Elza Soares";"Nos braços do samba";"Confesso que chorei";"1976";"TAPECAR";1719025629;1719025828;;;;
"Andrea Motis";"Do outro lado do azul";"Choro de baile";"2019";"VERVE";1719025825;1719026104;;"https://www.deezer.com/track/619515132";"https://open.spotify.com/track/6xABv4CDvA9bOLZZFHvPSu";
"Caetano Veloso";"A foreign sound";"Carioca";"2004";"UNIVERSAL";1719026106;1719026317;;;;
"Jay-Jay Johanson";"Spellbound / Looking glass (version acoustique)";"An eternity";"2011";"UNIVERSAL";1719026316;1719026537;;;"https://open.spotify.com/track/7JZcEIithTfVdpanHV51Q8";
"Pat Metheny";"Still life (talking)";"So may it secretly begin";"1987";"GEFFEN";1719026536;1719026918;;"https://www.deezer.com/track/2218630247";;
"Britti";"Hello, I'm Britti";"Nothing compares to you";"2024";"EASY EYE SOUND";1719026917;1719027128;;"https://www.deezer.com/track/2484387231";"https://open.spotify.com/track/0hC9KqI0hvb1qOGdmPrdo1";
"Yaya Bey";"Ten fold";"Chasing the bus";"2024";"BIG DADA";1719027132;1719027318;"https://music.apple.com/fr/album/chasing-the-bus/1725005180?i=1725005192&uo=4";;"https://open.spotify.com/track/2nvb9TWAONy5kzsqEUyT2z";
"Billy Bahama";"Nice guys love you, vol. 3";"Pacific";"2021";"NICE GUYS RECORDS";1719027318;1719027523;;;"https://open.spotify.com/track/5TNz5UEfjOEdGpPV1VtDdn";
"Amarula Cafe Club";"Vol. II";"Od’é";"2020";"ZUMA MUSIC";1719027515;1719027684;"https://music.apple.com/fr/album/ode/1670887786?i=1670888691&uo=4";"https://www.deezer.com/track/2130806477";"https://open.spotify.com/track/1ScE6K1EyNArkFvXBVx9D5";
"Aquilo";"A safe place to be";"Silver spoon";"2021";"AWAL";1719027683;1719027888;;"https://www.deezer.com/track/1899030207";"https://open.spotify.com/track/5g6XGiVs7UjYcLdYktOJgR";
"Chorale De La St John'S International School";"BOF / Les gamins";"Big jet plane";"2013";"MY MAJOR COMPANY";1719027890;1719028132;;;;
"Andrew Bird";"Outside problems";"Mormon house party";"2023";"LOMA VISTA RECORDINGS";1719028132;1719028499;"https://music.apple.com/fr/album/mormon-house-party/1693928300?i=1693928495&uo=4";"https://www.deezer.com/track/2358287755";"https://open.spotify.com/track/4KMwJ50NM3rd9eHYJA2nuZ";
"Dom La Nena";"Golondria (EP)";"DJian's Waltz";"2013";"SIX DEGREES RECORDS";1719028498;1719028689;;;;
"Oscar Brown Jr";"Sin & soul ...And then some";"Dat dere";"1960";"COLUMBIA";1719028689;1719028854;;;;
"The Jazz Defenders";"Memory in motion";"Take a minute";"2024";"HAGGIS RECORDS";1719028871;1719029034;"https://music.apple.com/fr/album/take-a-minute/1731780601?i=1731780979&uo=4";"https://www.deezer.com/track/2668374222";"https://open.spotify.com/track/2upqllwamFHcj1JNbMtmuJ";
"Pete Rock & C.L. Smooth";"Mecca and the Soul Brother (Amerigo Gazaway remixes)";"The Basement (Feat. Heavy D) (Amerigo Gazaway remix)";"2018";"AMERIGO GAZAWAY";1719029034;1719029207;;;;
"Lee Dorsey";"Saturday night fish fry - new orleans funk and soul";"Yes we can can";"1970";"SOUL JAZZ";1719029204;1719029410;;"https://www.deezer.com/track/1427861362";;
"Francoiz Breut";"Vif !";"Lichens";"2024";"62 RECORDS / PIAS";1719029407;1719029610;"https://music.apple.com/fr/album/lichens/1735587224?i=1735588019&uo=4";"https://www.deezer.com/track/2700878582";;
"Ben L'Oncle Soul";"Red Mango";"Why can't we live together";"2022";"ENCHANTE";1719029611;1719029970;"https://music.apple.com/fr/album/why-cant-we-live-together/1603226583?i=1603227150&uo=4";"https://www.deezer.com/track/1609839342";"https://open.spotify.com/track/7hSsClV5BLE94yCtBVesrk";
"Alt-J";"The Dream";"U&ME";"2022";"BMG";1719029969;1719030165;;"https://www.deezer.com/track/1483278662";"https://open.spotify.com/track/3i4ColsuZEvjeLz63m0jPt";
