"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Hoagy Carmichael";"Hoagy sings Carmichael with the Pacific jazzmen";"New Orleans";1956;"PACIFIC JAZZ";1704781220;1704781452;;"https://www.deezer.com/track/3361387";"https://open.spotify.com/track/3JE0Mbs3lt8fodTjtrtd8z";
"Charlie Gabriel";"89";"Yellow Moon";2022;"SUB POP";1704781451;1704781676;;;"https://open.spotify.com/track/0zpuJlS9QzxduU1p1bVC1t";
"Marion Rampal";"Tissé";"Tisser";2022;"LES RIVIERES SOUTERRAINES -L'AUTRE DISTRIBUTION";1704781675;1704781850;"https://music.apple.com/fr/album/tisser/1600501166?i=1600501572&uo=4";;"https://open.spotify.com/track/1aq9O1AHubqjV9LzuSXJj6";
"Anthony Wilson";"Frogtown";"The cares of a family man";2016;"GOAT HILL RECORDINGS";1704781851;1704782132;;"https://www.deezer.com/track/2208452617";"https://open.spotify.com/track/1FzkeK6IO8zliUXaYqxBzZ";
"Omer Avital";"New Song";"New middle east";2014;"PLUS LOIN";1704782130;1704782551;"https://music.apple.com/fr/album/new-middle-east/1455923275?i=1455923581&uo=4";"https://www.deezer.com/track/647118112";"https://open.spotify.com/track/1InKVME3dwH4uCLFZqt16L";
"Ahmed Abdul Malik";"Jazz sounds of Africa";"Nadusilma";1962;"PRESTIGE";1704782546;1704782780;;;;
"Gretchen Parlato";"Flor";"Wonderful (feat. Gerald Clayton & Mark Guiliana)";2021;"EDITION";1704782774;1704783135;;;;
"David Linx";"7000 miles";"America";2017;"SOUND SURVEYOR MUSIC";1704783133;1704783466;;"https://www.deezer.com/track/447654242";;
"Charlie Haden";"American dreams";"America the beautiful";2002;"Verve";1704783463;1704783783;"https://music.apple.com/fr/album/america-the-beautiful/1446011413?i=1446011606&uo=4";;"https://open.spotify.com/track/4i0NQEuAaJUabmvCuZScy5";
"Wes Montgomery";"Dark velvet";"In the wee small hours of the morning";1964;"RIVERSIDE";1704783783;1704783953;;;;
"Shirley Horn";"Loads of love / Shirley Horn with horns";"That's no joke";1963;"MERCURY";1704783949;1704784108;"https://music.apple.com/fr/album/thats-no-joke/1443822058?i=1443822270&uo=4";"https://www.deezer.com/track/4585379";"https://open.spotify.com/track/2DhOF67QthhliOlBq5MqK6";
"Christian Mc Bride Big Band";"Bringin' it";"Gettin' to it";2017;"MACK AVENUE RECORDS";1704784106;1704784501;;;;
"Ezra Collective";"May the funk be with you";"May the funk be with you";2022;"ENTER THE JUNGLE";1704784500;1704784765;"https://music.apple.com/fr/album/may-the-funk-be-with-you/1609710347?i=1609710489&uo=4";"https://www.deezer.com/track/1653649182";"https://open.spotify.com/track/6GkeuiAXhBvPp4WsBgDvmV";
"Laurent Bardainne & Tigre D'Eau Douce";"Hymne au soleil";"Verte gronouille";2022;"HEAVENLY SWEETNESS";1704784764;1704784959;"https://music.apple.com/fr/album/verte-gronouille/1593832914?i=1593833785&uo=4";;;
"Mel Torme";"Jazz Magazine-Jazzman / L'âge d'or du jazz";"Dat dere";1962;"WAGRAM MUSIC";1704784955;1704785130;"https://music.apple.com/fr/album/dat-dere/59401055?i=59401007&uo=4";"https://www.deezer.com/track/735480";;
