Nujabes - Prayer
B.T. Express - Mental Telepathy
"Tami Neilson - Baby, you're a gun"
Anja Lechner - Die Nacht - arrangement pour violoncelle et guitare
Cat Power - I don't blame you
Balthazar - Blues for Rosann
Limousine - The limousine blues (feat. Amber Burgoyne)
The Poets Of Rhythm - Ham gallery
Kolinga - Fire
Imarhan - Laouni
Mac Demarco - Horse hot wee wee water
Devendra Banhart - Pay the toll
The Supremes - House of the rising sun
Mamas Gun - Cure the Jones
Azymuth - Crazy clock
Eddy La Gooyatsh - On s'adore
Joe Armon-Jones - Mind'S Eye
Boule Noire - Kiki d'Hollywood
79.5 - So real
Aili - Toki doki
Teebs - Mirror memory
Brigitte Bardot - Ne me laisse pas l'aimer
Elia Y Elizabeth - Fue una lágrima
Justin Timberlake - Senorita
Martin Denny - Primitiva
Summer Pearl - Green Eyes
Robert Rental - Double heart
The Troggs - With a girl like you
The Lahaar - Chase scene (part 1)
Doja Cat - Paint the town red
Dionne Warwick - You're all I need to get by
Neue Grafik Ensemble - Dedicated to Marie Paule (feat. Brother Portrait)
Idil Biret - Nouvelle étude pour la méthode de Moscheles et Fétis n°1 en fa min op posth KK IIb n°3 - pour piano
Nino Ferrer - La maison près de la fontaine
Obinrin Trio - Ana Lua
Stefano Torossi - Feeling tense
Red Hot Chili Peppers - Can't stop
Wild Cherry - Don't go near the water
Gnawa Diffusion - Malika moutazajiba
Stephen Ulrich - Earthly
Natacha Atlas - Mon amie la rose
Saada Bonaire - Second face
Lynn - The letter J
Emil Amos - Interloper #1
Senyaka - Umakasa portugese
Coi Leray - Players
Al Johnson - I'm back for more
Michael Leonhart Orchestra - The Normyn suite n°1 : Anger
Leonard Cohen - Traveling light
Jeanne Moreau - Rumba des iles
Tainos De Mayari - Pa' la rumba
John Ellis Quartet - Habanera
Barney Kessel - Viva El Toro!
Frances Faye - Toreador
Chano Dominguez & Antonio Lizana - Round About Midnight
Thelonious Monk - Rhythm-a-ning
Vicente Archer - Bye Nashville
Josh Nelson - Bradbury's spirit
Frank Comstock & His Orchestra - Stella by starlight
Leonard Nimoy - Nature boy
Jack Lemmon - On the sunny side of the street
Tony Perkins (Chant) - How About You
Jihye Lee Orchestra - Relentless mind (feat. Sean Jones & Alan Ferber)
Ambrose Akinmusire - Flux Fuelings
Bria Skonberg - Bang Bang
Nina Simone - Sinnerman
Mildlife - Citations
Pink Floyd - Breathe
The Hollies - The air that I breathe
Tricky - Suffocated love
Pettson - Noa
Weval - Changed for the better
The Cool Notes - Natural energy
Michael Jackson - Rock with you
Nina Simone - Sinnerman
Magic Source - Saturn moon dive
Freedom Fry - La discothèque
Iggy Pop - Nightclubbing
M. Ward - Never had nobody like you
The Black Keys - Howlin' for you
Os Anjos - Avante juventude
Immy Owusu - Palm wine elixir
Francis Bebey - Crocodile crocodile crocodile
Elton John - Crocodile rock
Henry Mancini - Crocodile go home
Gregory Porter - Be good (lion's song)
Fishtalk - Générique
Alexandre Tharaud - Gymnopédie n°1
Souad Massi - Dessine-moi un pays
Raina Rai - Zina
Jimmy Ponder - While my guitar gently weeps
Annette Peacock - Pony
Aboukir - George's Lament
Kikagaku Moyo - Melted crystal
The Undisputed Truth - Ungena za ulimwengu (Unite the world) - Friendship train
Nina Simone - Sinnerman
Nina Simone - Sinnerman
Boldy James - Saints and sinners (feat. Cassie Jo Craig)
Joe Armon-Jones & Maxwell Owin - Ode 2 reverb
Peshay - The real thing
Marlena Shaw - Feel like makin love
Love Unlimited Orchestra - Love's theme
Tutankhamun - Kalifornia
Nicolas Michaux - Chaleur humaine
Michael Miglio - Never gonna let you go
The Brothers Nylon - Chill
Tank And The Bangas - Smoke.Netflix.Chill.
La Chatte Rouge - Ecouter fumer
Sinfonietta De Rome - Last romance
Beach House - New romance
Sebastien Tellier - Divine
Julia Jean-Baptiste - Ce matin
Clare Fischer - Morning
Minnie Riperton - Inside my love
Karin Krog - Sunny
Jordan Rakei - Bruises
Raphaela Gromes - Romance en Si bémol Maj op 22 n°3 - arrangement pour violoncelle et cordes
Peter Von Poehl - I miss my old grey skies
MC Solaar - Caroline
The Ironsides - Shades of silver
Flo Morrissey And Matthew E. White - Everybody loves the sunshine
Anti-Lilly & Phoniks - Sunshine (feat. Mariel)
Benny Sings - Rolled up (feat.Mac DeMarco)
Tapioca - Samba em kigali
Stan Getz - Desafinado
The Doors - Break on through (to the other side)
Mock Media - Modern visions
Quim Manuel O Espirito Santo - Senhor doutor
Magic Source - Speed boat to Atlantis
Tom Tom Club - Wordy rappinghood
Yo & The South - L'histoire est belle
Piero Umiliani - In the village
Kitty White - Talk me some sweet talk
Chet Baker - But not for me
Brian Lopez - Magic
Clara Rockmore - Piece en forme de habanera
Timo Maas - Help me (feat. Kelis)
Jonathan Personne - Springsteen
Theo Champion - Keep your friends alive
Jackie Wilson - (Your love keeps lifting me) higher and higher
Fuzzy Haskins - The fuz and da boog
Conner Youngblood - Los Angeles
Bjork & Rosalia - Oral
Coco Bryce - Cantaloop
Bill Withers - Kissing My Love
The Sylvers - Only one can win
Tops - Looking to remember
Feist - One Evening
Wes Montgomery - Up and at it
Lightnin' Rod - Sport
Richard Hertel - Patatras hola
LA Priest - Silent
Thibault Cauvin - Call me by your name : Mystery of love
Buena Vista Social Club - Candela
Alfredo Valdes - La mulata cubana
Ben Harper - Burn one down
Khruangbin - Rules
L'Imperatrice - Fou
Isolde Lasoen - Oh dear
Laurent Bardainne & Tigre D’eau Douce - Cabane
Nino Ferrer - La maison près de la fontaine
El Michels Affair - Unathi
Summer Pearl - Green Eyes
Jr. Thomas & The Volcanos - Lava rock
Glen Campbell - (Sittin' on) the dock of the bay
Shirley Hurt - Problem child
Becca Stevens - Regina
Pablo Pico - First steps
Gabriels - To the moon and back
Tone Of Voice Orchestra - Typecast
David Crosby - Orléans
Quartetto Italiano - Quatuor à cordes nº1 en Sol Maj K 80 : Rondo
Nina Simone - In the morning
Elis Regina - Ladeira da preguica
Msaki & Tubatsi - Madonna
Ben Howard - Far out
John Carroll Kirby - Mates
"Nina Hagen - New york, new york"
The Bee Gees - New York Mining Disaster 1941
Jake Bugg - Ballad of mr Jones
Forever Pavot - Magic Helicopter
Cosmo Sheldrake - The fly
Sainte Lucie - Acédonie
Gipsy Kings - Hotel California
Sergio Assad - Brazileira from Scaramouche
Lenine - Jack soul brasileiro
Criolo - Convoque seu buda
Martha Da'Ro - Move me
Pierre Alain Dahan - Electronic mutation
Lenny Kravitz - Always on the run
Ottis Cœur - Labrador
Quantic Y Su Conjunto Los Miticos Del Ritmo - Nuthin' but a g thing (Dre en cumbia) (Feat. Snoop Doggy Dogg)
Nickodemus - Mi swing es tropical
Fybe:one - Don't let go (feat. Liam Bailey)
Teddy Wilson Trio With Jo Jones - Whispering
Laufey - From the start
Cecile McLorin Salvant - Il m'a vue nue
Peggy Lee - The Siamese Cat Song
Yenjit Porntawi - Lam plearn toh lom nhao
Cal Tjader - I've waited so long
Jose Gonzalez - Time to send someone away
Mac Demarco - Baby you're out
Alex Van Pelt - What if
Aaliyah - Try Again
Blanka - Cimmerian hips
Tom Waits - So long i'll see ya
Neil Young - A dream that can last
Bireli Lagrene - Something
Georges Brassens - Le testament
Beatrice Cramoix - Les Indes galantes : Concert III en sol min et Maj : La nuit couvre les cieux (Air d'Emilie) / Ciel de plus d'une mort (Choeur)
Irene Schweiezr Trio - Yaad (vocal)
Ananda Shankar - Jumpin' Jack flash
Cornershop - Brimful of Asha (single version)
Elvis Presley - A little less conversation
The Haggis Horns - Nothing but love in the end (feat. John McCallum)
Fred Wesley & The J.B.'S - Secret love
Kandace Springs - Devil may care
Caloe - Les gouttes
Melingo - En un bondi color humo
Luka Faulisi - Eugène Onéguine op 24 : Kuda kuda kuda vi udalilis (Acte II Sc 2) Air de Lenski - arrangement pour violon et piano
Andrew Bird & Jimbo Mathus - Red velvet rope
Charley Crockett - Excuse me
Alain Bashung - Les grands voyageurs (rough mix Memphis version 1)
Boubacar Traore - Dounia tabolo
Toots Thielemans - Carry me back to old Virginia
Artie Shaw - Whistle While You Work
John Barry Seven - Snap 'n whistle
Crispian St Peters - You were on my mind
Toots And The Maytals - (Take me home) country roads
Insincere - Painkiller
Why? - Strawberries
Chilly Gonzales - All I want for christmas is you
Norah Jones - Run Rudolph run
Cut Worms - Cigarette burns forever
Louis-Jean Cormier - La photo
Asta Hiroki - Lull
Doja Cat - Go off
Pierre Kwenders - Baluka
Oumou Sangare - Djoukourou (Auntie Flo Remix)
Frootful - Soul clap
Diana Ross And The Supremes - Baby love
France Gall - Ne sois pas si bête
Eiko Shuri - Yé-yé
Beat Bronco Organ Trio - Hey hey
Delvon Lamarr Organ Trio - Slip 'N' Slide
Aloe Blacc - Funky ass christmas
Sinclair - Je ne jugerai pas
Marcus King - Good and gone
Francoise Hardy - L'attente (instrumental)
First Aid Kit - Blue
The Equals - Giddy up a ding dong
Carlton Jumel Smith - It's gonna be alright
The Soul Surfers - Summer madness part 2
Os Batuqueiros - Partido alto
"Alain Peters - Panier su la têt, ni charité"
Laura Cahen - Là où je vais (feat Jeanne Added)
Vittorio Forte - 3 Valses op 70 : 2. Valse en fa min
Benny Benack III - It's not unusual
Tom Jones - Untrue
Summer Pearl - Feel right
Wax Tailor - This train (Instrumental)
Hiroshi Sato - You're my baby
Joel Sarakula - Parisian woman
Precious Bloom - Trip to Bahamas
Nicola Son - Juanita bonita
The Kenny Clarke And Francy Boland Sextet - Calypso blues
Medline - Scrabble
Cari Cari - Around the bend
Creedence Clearwater Revival - Bad moon rising
Kacimi - Le jardin des regrets
Paco De Lucia - La vie breve : Danse - arrangement pour guitare
The Exciters - Tell him
Lisa Simone - Let It all go
Paul Simon - 50 Ways to leave your lover
Jon Cleary - Swanee river boogie
Rudy De Anda - Miel
Timmy Thomas - Why can't we live together
Mac Demarco - 20221217 2
Mathieu Boogaerts - Un peu trop près d'la lune
Rodolphe Lauretta - Anticipation (feat. Genevieve Artadi)
Moods - Ecstasy
Espen Horne - Bakeren (feat. Faye Houston)
Cro - Easy
The Ventures - Sunny
Neil Young - Wonderin'
Oracle Sisters - Paris III
Clea Vincent - Quelque chose qui me chiffonne
Getatchew Mekurya - Muziqa heywèté
Phyllis Dillon - Make me yours
Slowe - Fix me up (feat. Rachai)
Izem - Sua pele
Jeremy Talon - Stank face patrol
Wang Chung - To live and die in L.A.
Etienne Daho - Week-end à rome
Andrea Laszlo De Simone - Immensità
Revue Blanche - Sonatine en fa dièse min M 40 : 1. Modéré - arrangement pour flûte traversière alto et harpe
Melanie - Paris (feat. Tony Allen)
Alex Izenberg - Sorrows blue tapestry
"The Beatles - Here, there and everywhere"
Blue Lake - Dallas
Jorge Ben - Fio maravilha
Sault - Champions
Bernard Lavilliers - Junkie
Erin Rae - True love's face
Armando Trovajoli - Adulterio all’Italiana : Scarpe gialle
Lee Fields - You Can Count On Me
Bana - Pontin pontin
Moondog - Caribea
Claude Nougaro - A tes seins
Pearl & The Oysters - Radiant radish
Shuggie Otis - Aht uh mi hed
Sully Braq - Rumor runs
Woo - Make me tea
The Coral - Pass It On
Juniore - Adolescent
Yusef Lateef - Eastern market
Derya Yildirim & Graham Mushnik - Arkadasim essek
Sabrina Bellaouel - Jah
Ruff Sqwad - Functions on the low
Tricky - I'm ready
"The Delfonics - Ready or not, here I come"
Kate Bush - Cloudbusting
Alexandre Desplat - Night train to Nebelsbad
Killah Priest - Vampire beet juice interlude
Dominique A - Rendez-Nous La Lumière
Cecilia Bartoli - La conocchia pour mezzo-soprano et piano (extrait nuits d'ete a pausilippe)
Alain Jean-Marie - Haïti
Murat Pierre Et Son Ensemble - Taffiateur
Elmiene - Golden
Blundetto - Hands for silver
James Blake - Loading
Francoiz Breut - Dérives urbaines dans la ville cannibale
The Cure - A forest (Extended mix)
Horace Andy - Cuss cuss
Brian Lopez - Face to face
Svaneborg Kardyb - Op
Tapioca - Sabor swahili
Ana Mazzotti - Feel like making love
Vladimir Cosma (Chef d'orchestre) - Sam et Sally : Tendre Sam
Jean Louis Murat - Nana (je vois ton ombre)
PJ Harvey - In the dark places
Danger Mouse & Black Thought - The darkest part (feat. Raekwon & Kid Sister)
Tune In - Dark matter halo
Israel Kamakawiwo Ole - Somewhere over the rainbow / what a wonderful world
Bonnie Prince Billy - Crazy blue bells
Quatuor Mandelring - Quatuor à cordes n°1 en Mi bémol Maj op 12 : Andante espressivo
Billie Holiday - The end of a love affair
Brigitte Bardot - Pas davantage
Sofiane Saidi & Mazalda - Wahdji ana w galbi
Maxime Delpierre - Naoned
The Smiths - This charming man
Arlo Parks - Just go
Ashley Henry - Day Dream
The Skatalites / Fugitive Dub - Fugitive dub
Wganda Kenya - Yoro
Wilson Delroy - Good to me
The Beach Boys - Don't worry baby
The Wave Chargers - Squalidae
Yocto - Orbital Alcatraz
Vinyl Williams - Precious star
Martha Da'Ro - Move me
J Dilla - Dillatronic 21
A Tribe Called Quest - Oh my god
Lizzy Parks - Ode to St Cecile
Sarah Fox - Stabat Mater op 61 : Fac ut portem christi mertem  (Air de soprano)
"Nouvel Orchestre Philharmonique Du Japon - Le boulot, c'est tuant !"
Kazuhiko Yamahira & The Sherman - Sotto futari de
Voyou - Tombe la pluie
Seu Jorge - Quem não quer sou ey
Kamaal Williams - 1989 (feat. Miguel Atwoood-Ferguson)
Energy Exchange Ensemble - Brighter star (feat. Allysha Joy) (radio edit)
Jimmy Bo Horne - Spank
Latisha - I'm every woman
Khruangbin - Ha fang kheng kan
Tortoise - Yonder blue
Keren Ann - Que n'ai-je
Ella Fitzgerald & Joe Pass - I want a little girl
Nicolas Lestoquoy - 7 canciones populares espanõlas : El paño moruno - pour guitare acoustique et violon
Cuarteto Patria - Teje que teje
Johnny Cash - Mean eyed cat
Kim Giani - The song from the backshop
Gaetan Nonchalant - Plages du nord
Ae3 - The surveyor
Baby Huey - Hard times
Sidan - Ar goll (bonus track)
Lynn - Paint
Kid Loco - A grand love theme
Jgrrey - Pretty insane
Kaytramine - Rebuke
Suwi - 99 100
Jacob Miller - Have some mercy
Alain Souchon - Sous les jupes des filles
Skinshape - Rubber Gloves
Jimi Hendrix - Foxy lady
Tyler The Creator - Are we still friends?
Mark Knopfler - The friend's song
Chico Buarque - Meu cara amigo
Belle And Sebastian - Me and the major
John Carroll Kirby - Oropendola
Rebecca Vasmant - Dance yourself free (feat. Emilie Boyd & Harry Weir)
Brian Lopez - Magic
Tess Roby - Beacon
Petit Fantome - Tu ne vois rien
Matia Bazar - Solo tu
Curly Chalter - These boots are made for walking
Alain Bashung - Tant de nuits
Nina Simone - Be my husband
Les Tromano - A Tabernas - arrangement pour violon contrebasse accordéon sifflements et percussions
I M From Barcelona - Headphones
Olivia Dean - Carmen
Jupiter Okwess - Izabela
Kenny Barron - Doña Maria
Andrea Parisy - Les mains qui font du bien
Counting Crows - Mr. Jones
Charles Ludig - La ballade de Daniel
Kiara Es - El que lo rompe lo paga
Cocteau Twins - Pandora
Park Jiha - A day in...
Boy - July
Roy Ayers - Liquid love
Tierra Whack - Black nails
John Fahey & His Orchestra - Steamboat gwine 'round de bend (Lp version)
Lee Fields & The Expressions - Lover man
Otis Redding - Security
Lutalo - Push back baby
Fred Pallem & Le Sacre Du Tympan - Super Mario Bros
Ahmad Jamal (Piano) - You're my everything
"Air - Kelly, watch the stars !"
Taj Mahal & Keb Mo - She knows how to rock me
Espen Horne - Don't fall asleep (feat. Faye Houston)
Pachyman - Dub fellowship
Karolina - Self voodoo (feat. Rejoicer)
Karla Lazo - Cien Anos
The Modern Lovers - Ice cream man
Messer Chups - The world we knew
"Big Bill Broonzy - Black, brown & white"
Astrel K - You could if you can
Mano Solo - La lune
Quatuor Arioso - Quatuor à cordes en Sol Maj m 11 : Menuetto
Metronomy - Love letters (radio edit)
Todd Rundgren - Strawberry fields forever
Palatine - La sentinelle amadouée
David Russell - Suite en Ré Maj CH 14 ( Sonate en Ré Maj CH 14 ) : Courante - version pour guitare
Steven Soles - Shake the duct
Adrian Younge - Watch the children
Arthur H - Dancing with Madonna
Andrew Bird - Lit from Underneath
The Rolling Stones - Out of time
Jen Cloher - Mana takatapui
Summer Pearl - Green Eyes
Surprise Chef - Spring's theme
Etta James - My heart cries
Drugdealer - New fascination
L'Imperatrice - Hématome
The High Llamas - Glide time
Darwin Experience - Stroke my hair
CVC - Hail Mary
June Christy - Kicks
Michel Legrand (Compositeur) - Cléo de 5 à 7 (film) : Sans toi
Samara Joy - I'M GONNA LOCK MY HEART (AND THROW AWAY THE KEY)
Jeremy Pelt - Slow hot wind
Bo/La Panthere Rose - Champagne and quail
Gary Mcfarland - Bloop bleep
Gheorghe Zamfir - Sirba
Nicholas Thomas - Minor conception
Jon Hendricks - Stop and go blues
Snorre Kirk & Stephen Riley - Bright and early
Paul Gonsalves - Body And Soul
Benny Golson - You're my thrill
Caetano Veloso - Love for sale
No Strings Sextet - Love makes the world go round
Lorez Alexandria - Dancing on the ceiling
Umlaut Big Band - Kaycee : The count
Frank Sinatra & Count Basie - Looking at the world thru rose colored glasses
Aldo Romano - Petite fleur
Pierrick Pedron & Gonzalo Rubalcaba - Si tu vois ma mère
Anita O Day - Blue champagne
Les McCann - Little Freak
Les Mccann - Compared to what?
Michel Legrand (Compositeur) - Cléo de 5 à 7 (film) : Sans toi
Gheorghe Zamfir - Sirba
Danny Kaye - The Woody Woodpecker song
Ralph Holmes - Trio en Mi bémol Maj op 100 D 929 : Andante con moto - pour piano violon et violoncelle
The Carpenters - Close to you
J.B DUNCKEL - J.B DUNCKEL / BLOOD PIZZA / B.O NORMALE
Genesis - In hiding
April Orchestra - Le piano d'Estelle
Les McCann - Compared to what
Fred Pallem & Le Sacre Du Tympan - Super Mario Bros
Claudja Barry - Love for the sake of love
Montell Jordan - Get it on tonite
Louis Armstrong - What a wonderful world
"Sinfonia De Londres - The Young and the Restless : Theme from The Young and the Restless"""""""" (""""""""Lost"""""""") Long Version"
Baccara - Yes sir I can boogie
Queen & David Bowie - Under pressure
Demon Fuzz - Disillusioned man
UB40 - Food for thought
Orchestre Des Sapeurs Pompiers Des Yvelines - West side story : I feel pretty
"Dalida - Paroles, paroles"
Busta Rhymes - I know what you want
Sababa 5 - The bird song
Adriano Celentano - Prisencolinensinainciusol
Fred Pallem & Le Sacre Du Tympan - Super Mario Bros
Stevie Wonder - Isn't she lovely
Fred Pallem & Le Sacre Du Tympan - Super Mario Bros
Etienne Daho - Week-end à rome
The Kinks - All day and all of the night
The Honeymoon Killers - Histoire à suivre
Art Of Noise - Peter gunn
Otis Redding - My girl
Quantic Presenta Flowering Inferno - Cumbia sobre el mar
Manu Chao - Me gustas tu
Kool & The Gang - Summer Madness
Diana Ross - Love hangover
Barry Manilow - Copacabana
Billon Pierre - La Bamba triste
Justin Timberlake - Senorita
Mylene Farmer - Maman a tort (Instrumentale)
Ms Dynamite - Dy-Na-Mi-Tee
Just Jack - Writer'S Block
Alliance Ethnik - Respect
The Bar Kays - Son of shaft
Benny B. - Vous êtes fous !
Kaytranada - 10% (feat. Kali Uchis)
Pharrell - Frontin' ( feat. jay-z)
Iam - Je danse le mia
ESG - Dance
Sean Paul & Sasha - I'm still in love with you
"Marcel Zanini - Tu veux, tu veux pas"
La Bionda - I wanna be your lover
Ram Jam - Black Betty
Jean Marc Miro - Billy le funkyman
Tom Tom Club - Wordy rappinghood
The B-52's - 52 Girls
The Clash - Should I stay or should I go
Supreme Ntm - Danse (Instrumental) (Version longue)
Eddy Mitchell - Pas de boogie woogie
Mary Jane Girls - All night long
Inxs - Need you tonight
The Beatles - Twist and shout
Elli Medeiros - Toi mon toit
Technotronics - Pump up the jam
Shaggy - Boombastic
Armand Van Helden - The funk phenomena
Cassius - 99
Modjo - Lady (hear me tonight)
Pink Floyd - Another brick in the wall (part II)
Notorious Big - Hypnotize
Rachid Taha - Ya rayah
Francine Aliona - Jumping Jack
Michael Giacchino - Là-haut : Married life
Otis Redding - Try a little tenderness
The Sextones - Without you
Pinkpantheress - Another life (feat. Rema)
Lkg - Sky no limit
Paul Bryan - Some Love
Elton John - Tiny dancer
Maria Joao Pires - Nocturne nº2 en Mi bémol Maj op 9 nº2 : Andante
Camille Bertault - Voyage en haïku
Say She She - Think about it
Mr Brooks - The family
Widowspeak - While you wait
Paola - Si t'as été à Tahiti
Zero 7 - Give it away
Pearl Jam - Nothingman
PJ Harvey - Seem an I
Brandee Younger - The windmills of your mind (feat. 9th Wonder)
Sibusile Xaba - Angisenalutho
Marion Rampal - Ou sont passées les roses (feat. Piers Faccini)
Ben Harper - Walk away
Chapelier Fou - Hahahahaha ?
Andrew Bird - Olympians
Michelle David & The Gospel Sessions - He came from love
Lynn - The letter J
Bob Dylan - Knockin' on heaven's door
Kenny Burrell - Terrace theme
Carmen McRae - A nightingale sang in Berkeley square
Gabi Hartmann - Maladie d'amour
Mayra Andrade - Téra lonji
Bonobo - Elysian
"Nia Archives - No need 2 be sorry, call me?"
Joan As Police Woman - The love has got me
Fela Kuti & The Nigeria 70 - My lady frustration
Aretha Franklin - Rock steady (alternate mix)
Medeski Martin And Wood - Hey-hee-hi-ho
Martin Leon - Le shack à chuck
Jorja Smith - Greatest Gift (feat. Lila Iké)
Jasual Cazz - Liberty city
Radio Malanga - Barceloneta
Laurent Bardainne & Prince Waly - Le maire de la ville
Milly&Milly - Gettin' down for Xmas
Dag - Lovely Jane
Moses Boyd - Y.o.y.o
Charlotte Adigery & Bolis Pupul - Ceci n'est pas un cliché
Tricky - Feed me
Gerry Mulligan - My Funny Valentine
Session Victim - Jazzbeat 08
Melanin 9 - Cosmos
Yvette Michele - So we can get down
Buffalo Daughter - Bring back 80's
Abd El Rahman El Khatib - Ah ya zen
Al Massrieen - Sah
The Meters - Handclapping song
Eric Clapton - Willie and the hand jive
Grace Jones - Sunset dub
Etienne Daho - L'homme qui marche (Visconti's dub)
Triptides - Phase
Daneshevskaya - Pink mold
Frank Schultge Blumm - Flocke
Orchestre Poly-Rythmo De Cotonou - Min we tun so
Jessye Norman - Les chemins de l'amour
Elli Ingram - Trouble
Ralfe Band - Scissorlock
Oko Ebombo - Nalingi yo
Tea Eater - Obsession
Black Pumas - More than a love song
Initials Mb - Goodbye lazy
Short 66 - Steal your heart away
Serge Gainsbourg - Mr William
Pharrell - Frontin' ( feat. jay-z)
Daniel Villarreal - Traveling with
John Lee Hooker - Boom boom
Ten Years After - Me and my baby
Les Parisiennes - L'argent ne fait pas le bonheur
Herb Alpert And The Tijuana Brass - If I were a rich man
Daryl Hall & John Oates - Rich girl
Theo Champion - Gone is my soul
Robert Le Magnifique - Lullaby
Kamaal Williams - Little river
Muito Kaballa - Like a river II
Gerry Mulligan - The nearness of you
Jocelyne - Quelqu'un d'autre
Fool's Gold - Surprise hotel
Super Yamba Band - Last leap
Serpentwithfeet - Messy
Billy Joel - The longest time
Eno - The lion sleeps tonight
Charles Stepney - On your face
Joao Donato - Terremoto
Nathaniel Rateliff And The Night Sweats - I've been failing
Avery R. Young - Dude fo(r) Kwaku
Steve Cropper - Big bird
Kacimi - L'Equateur
Loverman - Differences aside
Max Artved - Humoresque pour hautbois et piano en ré min op 2 n°2 FS 8 n°2
Ella Fitzgerald - Caravan
Derya Yildirim & Graham Mushnik - Arkadasim essek
Speedometer - Mind escape
Martin Denny - The enchanted sea
Speedometer - Mind escape
Martin Denny - The enchanted sea
Luidji - Reste en vie
Gotts Street Park - Change my ways
Ryozo Band - Voyage (intro)
The Emotions - Flowers
Barbara & Ernie - Play with fire
Brad Stank - Glass half full of tears
Wilson Tanner - Tray Tail
Dee Dee Sharp - I really love you
Petula Clark - Calcutta
Chilly Gonzales - Romance sans paroles n°3
Youth Lagoon - Rabbit
Billie Holiday - All of me
Marino Marini - Calcutta
Raz Olsher - Pacific dreams
Nino Ferrer - Moses
Esperanza Spalding - You have to dance
Brigitte Bardot - Je danse donc je suis
Eje Eje - The closest I got to her (end of summer)
Lena Platonos - Bloody shadows from afar (Aimatines Skies Apo Apostasi)
Thundercat - Them changes
Diana Ross - Upside Down
J. Rawls - Feelings
Fenton Robinson - Somebody loan me a dime
Donna Blue - The idea
