Fenyan - Pitjé
Leon Payne - I'm a lone wolf
Warren Zevon - Werewolves of London
Dennis Brown - Wolf and leopard
Blue Lab Beats - Intro (feat.Sheldon Agwu et Yelfris Valdes)
Bantu Spaceship - Don't break
Cocodri - Mon amour m'a quitte
Amy Winehouse - Wake Up Alone
Gregory James Edition - Ain't no sunshine
Them - Baby please don't go
Lea Lu - Fire
Arctic Monkeys - There'd better be a mirrorball (radio edit)
Skinshape - Filoxiny
Kaiser Quartett - Without a trace
The Cast Of Wonka - Scrub scrub
Tom Waits - Tango till they're sore
Dick Jordan - I want her back
Bo/Jonathan Livingston Le Goeland - Flight of the gull (instrumental)
Jonathan Richman - I Was dancing in the lesbian bar
Berkeley Women'S Music Collective - Gay and proud
Carlton Jumel Smith & The Soul Seeders - The girl I love
Coupe Colonel - Tout va bien
The Real Tuesday Weld - The house of the clerkenwell kid
Jay-Jay Johanson - Cheetah
ASM (A State of Mind) - Champagne
Sholto - Vampire
Jon Lucien - Lady love
Grace Jones - Private life
Photograph - Train
Evergreen - Holla
Benny Sings - Black and blue
Bruce Willis - Under the boardwalk
Ensemble Berolina - Sérénade en Si bémol Maj : 1. Introduction. Andante con moto - Allegro non troppo
Fabiano Do Nascimento - O tempo
Oracle Sisters - I don't wanna move
Joe Dassin - Pauvre doudou
Elton John - Big Dipper
Dominique Lemonnier - Le photoshop
Amsterdam Klezmer Band & Sondorgo - Mooncatch
Abraham Inc - The H tune (Hava nagila)
Malka Family - Fun kiffeur
Daft Punk - Make love
Aerosmith - Sweet emotion
Liniker E Os Caramelows - Prendendor de Varal
Toure Kunda - Lambi golo
Christian Sands - Sunday mornings
Billie Holiday - They can't take that away from me
Koshiji Fubuki - Les amoureux des bancs publics
Pomplamoose - Je me suis fait tout petit (Feat. John Schroeder)
Jonathan Jurion - Once upon a time (A children's tale)
Duval Timothy - Fall again
Tyler The Creator - Heaven To Me
Lee Fields & The Expressions - All I need
"Jacques Dutronc - Mini, mini, mini"
Nerd - She wants to move
African Fiesta Sukisa - I got the feelin'
Ike Turner - Feelin' good / Please love me
Caribou - Home (Radio Edit)
The Chemical Brothers - Fountains
Slowfest Orchestra - Dentifrice
Iggy Pop - In the deathcar
Moondog - Paris
Orchestre Symphonique De Montreal - Symphonie n°8 en Fa Maj op 93 : Allegretto scherzando
Omara Portuondo - Mariposita de primavera
"The Polyphonic Spree - Section 45 (wishful, brave, and true)"
Mary Osborne - I surrender dear
Jimmy Cliff - Strangers when we leave (vertige de l’amour) (rareté)
Alain Bashung - Kimono
Allen Toussaint - Egyptian Fantasy
Lily Allen - Ldn
Gal Costa - O céu e o som
Alexandre Desplat - Obituary
The Beatles - Penny lane
This Mortal Coil - Another day
Bill Ryder-Jones - This can’t go on
Mary Lou Williams - Yesterdays
Roberta Flack - Do what you gotta do
Fugees - Killing me softly with his song
Oko Ebombo - Ordinary people
Green-House - Nocturnal Bloom
"Flavien Berger - Les yeux, le reste"
Prince - Crazy you
Ichiko Aoba - Sagu palm's song
La Bibliotheque De La Bergerie - Une porte sur l'été
The Reed Conservation Society - Aux rochers rouges
Timmy Thomas - I've got to see you tonight
Pablo Moses - Music is my desire
Melodiesinfonie - Stay soft
Eyedress - My Simple Jeep (feat. Mac Demarco)
The Nits - Return
Sixto Rodriguez - Sugar man
Andrew Gabbard - Cloud of smoke
El Michels Affair - Ala vida
Snoop Dogg - Beautiful (feat. Pharrel Williams)
Dope Lemon - Howl with me
Francois Faray - Le grand méchant loup
Dick Dale - Mexico
Dogs - Wanderin' Robin
The Black Keys - Louise
Joel Culpepper - Free (feat Tom Misch)
Roy Ayers Ubiquity - Mystic voyage
Cal Tjader & Carmen Mc Rae - Speak low
Netania Davrath - Chants d'Auvergne Série 2 : L'Antouèno
House Of Pain - Jump around
Bob And Earl - Harlem shuffle
The Arcs - Califone
The Liminanas - La mélancolie
Olivier Libaux - Bed's too big without you
Miki Hirayama - Tsukikage no nagisa
Merger - Evergreen land
Osunlade - Poh's devotion
Keyon Harrold - The Intellectual
Muito Kaballa - Like a river (radio edit)
C.A.R. - Grosse Trommel
Fleetwood Mac - Dreams
Veronique Sanson - Y'a pas de doute il faut que je m'en aille
Graham Central Station - We be's gettin' down
Tim Maia - Ela partiu
Medeski Martin And Wood - Just like i pictured it
Lana Del Rey - Peppers (feat. Tommy Genesis)
The Kills - Going to heaven
Kcidy - Mon sac est lourd
Surprise Chef - Yung Boi suite
Erykah Badu - Sometimes...
Zap Mama - Kemake
Ebo Taylor - Ankoma'm
Kokoroko - Tojo
Roy Ayers - Everybody loves the sunshine
Carolyn Franklin - Sunshine holiday
Tindersticks - Marseilles sunshine
Serge Gainsbourg - Sous le soleil exactement (orchestre)
Brigitte Bardot - Le soleil
Bob Marley - Burnin' and lootin'
Monty Alexander - People make the world go round
Bonobo - Day by day (feat. Kadhja Bonet)
Gossip - Crazy again
Les Clopes - Attention dépression
Jasual Cazz - Liberty city
30/70 - Holy roller
Any Other - Awful thread
Orchestre National De Bretagne - Symphonie n°9 en mi min op 95 B 178 : 2. Largo - Un poco più mosso - arrangement pour violoncelle et orchestre
Charles Bradley - Why is it so hard ?
Prince Waly - Âme soeur (feat. Enchantée Julia)
Paco De Lucia - Cancion de amor
Buika - Bulería alegre
Rosalia - Bulerias
Chancha Via Circuito - Vedanta
Beastie Boys - Don't play no game that i can't win
Clifford Jordan - Senor blues
Silvan Strauss - Starting to smile
Letta Mbulu - Whats´s wrong with groovin
Colin Stetson - One day in the sun
Sonny Rollins - I’ve Found a New Baby
Amaro Freitas - Y'y
Bobby Hutcherson - Manzanita
Daniel Garcia - Dream of Mompou #2
Tigran Hamasyan - Longing
Bada Bada - Roche
Yazz Ahmed - Ruby bridges (DJ Plead remix)
Isolde Lasoen - Bed & breakfast
Charlie Parker - Everything happens to me
Cleo Laine - Easy living
Conic Rose - Heller tag
Rare Function - Disco function
Stretch - Why did you do it
Les Lunatiques - Faire danser les morts
Margo Guryan - I think a lot about you
The Lahaar - Step 2
Tonnerre & Bikaye - It's a bomb
Kendra Morris - Special
Kandace Springs - People make the world go 'round
Anna Netrebko - Seranada op 63 n°6 pour soprano et piano
Michel Colombier (Chef d'orchestre) - Sous le soleil exactement
Belle And Sebastian - Nice day for a sulk
Mercury Rev - Tonite it shows
Gruff Rhys - Silver lining lead balloons
Tommy Guerrero - Cut the reins
Masego - Down in the dumps
Harrison Kennedy - Imagine
Richard Allen - There's an island
Francoise Hardy - Comment te dire adieu
Paul Glasse - One more night
Allison Russell - The Returner
Bloom Bat - Goofy
Steven Bamidele - Dark sense of humour (farfisa)
Adrien Moignard - How Deep Is Your Love
Jose Feliciano - California dreamin
Kitty Liv - Sweet dreams
Shemekia Copeland - Clotilda's on fire
Under The Reefs Orchestra - Ants
Arch Woodman - Should be fine
Delgres - Anko
Vincent Ahehehinnou - Bozan
Miomatic - Step into our life (Shuya Okino re-edit)
Soul Sound Band - Ja te uzalud ljubim (vehicle)
The Cool Notes - People make the world go round
Masego - Down in the dumps
Monde Ufo - Vallée
Shuggie Otis - Pling !
Badfinger - Without you
Steely Dan - Babylon sisters
Charlotte Cardin - Looping
Aaliyah - We need a resolution
Alcynoos & Parental - Magic brew (feat. Haken Besik)
Liza Minnelli - Use me
Cassia - Drifting
Teddy Swims - Lose control (radio edit)
Pastor T.L. Barrett And The Youth For Christ Choir - Blessed quietness
Sophia Loren - I Wanna a Guy
Pomme - Jardin
Girl In Red - Midnight love
The Clientele - Everything you see tonight is different from itself
Gotts Street Park - Got to be good (feat. Pip Millett)
Katy Kirby - Drop dead
Jack Arel - Something happen (instrumental)
Vincent Geminiani - Ophis le serpentaire
Jimmy Hunt - Les étoiles m'écoutent
Vika & Linda - Mama shake that thing
The Brothers Nylon - Bagel boy
Junior Murvin - Give me your love
Mykki Blanco - Magic on my back
Oracle Sisters - The dandelion
Pop Instrumental De France - Mr Green Genes
Lea Salonga - Flower drum song : I am going to like it here
MC Solaar - Caroline
Nicaragua - Breathe
Michael Garrick Sextet - Temple dancer
Supertramp - Goodbye stranger
Immy Owusu - What A Love
Butcher Brown - This side of sunshine
Jakob Dylan - Evil is alive and well
Kenny Burrell - Terrace theme
Carmen McRae - Chicken today and feathers tomorrow
Claude Nougaro - Ah! si vous connaissiez ma poule
Dr. John - Iko iko
Surprise Chef - Friendship Theme
Gus Levy - Voce passa
Doja Cat - Often
Kiledjian - Dlo (feat. Celia Wa)
Charles Stepney - No credit for this
Baron Retif & Concepcion Perez - On fait comment
Billie Eilish - Lost cause
Prince Waly - Risotto
Stanley Clarke - Silly putty
Black Brothers - Saman doye
Betty Davis - Anti love song
Soul Coughing - Moon sammy
Rahill - Fables (feat. Beck)
Kokoroko - Dide O
Bonga - Mulemba Xangola
Bau - Jombo
Hayseed Dixie - We are the road crew
Lisa Leblanc - J'pas un cowboy
The Black Keys - Going down south
John Scofield - Unchain my heart (part 1)
Guru/Elam Keith - Take a look (at yourself)
Roy Ayers - Synchronize vibration
Voyou - Huis clos
I:Cube - Kaszio plus 1
Sirens Of Lesbos - Candid mess (feat. Joshua Idehen)
Finley Quaye - Even after all
Tortoise - Swung from the gutters
Lynn - Contresens
Yin Yin - Tam Tam
Khruangbin - Lady and man
Savarit - French riviera (feat. Kacimi)
Francis Lai - Un homme et une femme
Edson Frederico - Ligia
Moraes Moreira - So danco samba
Orchestre Manuel De Falla - Les noces de Figaro K 492 : Voi che sapete (Acte II) Air de Cherubino
Herman Dune - Lay your head on my chest
Bill Withers - Do it good
Janko Nilovic - To and fro
Nancy Wilson - Happy talk
Chinese Man - I've got that tune
Blackalicious - Side to side
Ezechiel Pailhes - Qui sait
Omar Sosa - Cha Cha Du Nord
Clementine - Le mambo du legionnaire
"Orkesta Mendoza - Hoodoo voodoo queen (feat.Gaby Moreno,Carrie Rodriguez,Moira Smiley)"
Say She She - C'est si bon
Staplin - Secret silence
Holy Hive - Broom
Bob Marley - How many times
"Vulfpeck - Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)"
Ahmad Jamal - Little old lady
Jay-Jay Johanson - I did my best
Queens Of The Stone Age - Make It Wit Chu
Sly & The Family Stone - You can make it if you try
James Booker - Cool turkey
James Hunter - She's got a way
Les Missiles - La (nouvelle) guerre de cent ans
Magon - Fire on fire
Andrew Bird - Heaven's boughs
Barbara Kusa - Ja Jai - arrangement pour ensemble vocal et instrumental
Hugh Cornwell - Golden Brown (Mariachi Mexteca Feat . Hugh Cornwell)
MC Solaar - Hasta la vista
Ana Frango Eletrico - Saudade
The Hot 8 Brass Band - On the spot
Stelvio Cipriani - Seq. 4
Nubiyan Twist - So mi stay
Chanceko - Pyjama party
Los Impala - Triste
Jack Johnson - Calm down (Dennis Bovell dub remix)
"Timber Timbre - Creep on, creepin' on"
Bill Ryder-Jones - If tomorrow starts without me
Slick Sixty - Recliner classic
Blondie - Rapture
Willie Colon Y Ruben Blades - Plastico
Bahama Soul Club - Rui's garage
Bonnie Banane - Relax (RIP)
Denai Moore - Let it happen
Jon Batiste - Adulthood (feat. Hot 8 Brass Band)
Matthieu Delage - Sonate pour saxophone baryton et piano en Sol Maj op 168 : 2. Allegro Scherzando
The Rolling Stones - She's a rainbow
Michael Dues - Goodbye rainbow
Rejjie Snow - Rainbows
Tommy Guerrero - The lone pistolero
Resavoir - Sunday morning (feat. Elton Aura & Whitney)
Ali Danel - Liberté (avec Maud Octallinn)
Richie Havens - Freedom
Aron Ottignon & Jeri Jeri Band - Kaolack
Jessie Evans - Is it fire
Arctic Monkeys - One point perspective
David Bowie - Young Americans
Mato - Nocturne in eb dub (from opus 9 n°2)
Sonia Trompette - Casse-tête chinois
Luzmila Carpio - Chakana Sagrada
Lonely Drifter Karen - Caroussel
Orchestre Symphonique De Londres - Harry's wondrous world
Electric Light Orchestra - Mr. blue sky
Willie Dale - Let your light shine
Jazztick - Mii Channel (From Nintendo Wii )
Tabitha Fair - Sonic adventure 2 : Fly in the freedom
Lonnie Liston Smith - Love can be (feat Loren Oden)
Lord Apex - Vintage garms
Oai Star - ACDC C C C
Big Joe - Rocking and swinging
Doris Troy - Just one look
Sly Johnson - The Love of My Life Iz Gone
The Heavy - Short change hero
"Ennio Morricone - Theme from """"""""a fistful of dollars"""""""""
Eddy Mitchell - Toujours un Coin qui me rapelle
Merle Haggard - Branded man
Aboukir - Rolling on
Afternoon Bike Ride - Summertime
Steve Hiett - Kinda knew Anna
Basile Di Manski - Skateboarding in slow motion
Clea Vincent - N'dis rien
Chic - I Want Your Love
Mister Modo And Ugly Mac Beer - Danger modo
Kate Bollinger - Yards / Gardens
Belle And Sebastian - The model
Michael Jackson - I wanna be where you are
Kiefer - I mean that
Rodrigo Amarante - Tanto
Astrud Gilberto - Maria quiet (Maria moite)
Brenda Holloway - Stay in school (Motown Anthology Version)
Yves Montand - En sortant de l'école
Beaux Arts Trio - Trio en Mi bémol Maj HOB XV : 36 : 3. Finale : allegro molto - pour violon violoncelle et piano
Ben Copperhead - Franny and the songbirds
Strongboi - Meilia (Remix) (feat. Haziz)
Kcidy - Soudain une envie
Johnny Pearson - The rat catchers
Honey Cone - V.i.p.
Carlton Jumel Smith & The Soul Seeders - A better day
The Faithful Brothers - They don't know
"Bria Skonberg - Alright, okay, you win / Soul bossa nova"
Dream Warriors - My definition of a boombastic jazz style
DJ Cam - She left
Marcos Valle - Fogo do sol
Marine Quemere - Les vagues
The Nits - Frog
Henry Mancini - Lightly latin
Bettye Swann - Then you can tell me goodbye
"Bonnie Prince Billy - Good morning, Popocatépetl"
Roland Jaffe - Poésie en Si Maj op 18 n°5
Harry Nilsson - The lottery song
Robbi Curtice - Pick up the phone
Corduroy - Blackmail
Onipa - Menua (feat. Lamisi)
Kiledjian - Nioloti (La Nuit) (feat. Cindy Pooch)
Hermanos Gutierrez - Cielo grande
Billy J Kramer - Bad to me
The Harlem Gospel Travelers - Look up!
Willie Bobo - Evil Ways
Jeanne Moreau - Rossignol
Flaer - Follow
Tracy Chapman - Talkin' bout a revolution
The Duckworth Lewis Method - The age of revolution
